landslide_id,latitude,longitude,date,state,district,rainfall_24h,rainfall_3day,rainfall_7day,rainfall_30day,elevation,slope,aspect,curvature,land_cover,soil_type,geology,historical_landslide_density,landslide,data_source
LS-NER-15816,27.7551,95.1676,2022-10-15,Assam,Cachar,14.3,51.1,117.3,210.3,50.0,16.1,219.6,0.498,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15817,27.6014,89.8493,2021-07-03,Assam,Cachar,17.8,56.0,114.4,246.6,211.0,15.3,282.3,0.689,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,0.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15818,27.3679,94.3212,2022-09-16,Assam,Cachar,22.9,53.5,81.7,136.5,50.0,9.5,287.4,0.36,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,2.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15819,26.3067,94.6201,2025-05-01,Assam,Cachar,36.3,72.3,112.5,153.9,256.0,10.7,268.6,0.306,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,1.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15820,26.858,95.4699,2024-05-04,Assam,Cachar,44.0,81.3,113.3,176.7,50.0,17.8,284.7,0.186,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,3.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15821,27.4264,93.679,2020-06-22,Assam,Cachar,5.9,42.9,93.7,237.0,83.0,11.0,183.4,0.474,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,0.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15822,26.9866,91.5997,2024-06-21,Assam,Cachar,85.5,114.0,190.8,317.5,180.0,8.7,58.1,0.541,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15823,27.3951,94.764,2022-08-04,Assam,Cachar,7.5,35.9,71.7,223.4,161.0,20.6,152.4,0.378,Grassland,Lateritic Soil,Granitic Gneiss & Alluvium,1.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15824,26.2623,92.5083,2023-09-03,Assam,Cachar,9.4,24.9,58.6,201.0,115.0,10.2,160.2,0.184,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,3.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15825,25.8543,93.649,2024-09-09,Assam,Cachar,37.3,73.7,148.1,222.7,164.0,15.0,267.3,0.747,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,1.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15826,27.6409,93.4861,2024-06-16,Assam,Cachar,5.5,34.5,65.0,213.0,50.0,16.4,53.1,0.136,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,1.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15827,26.4783,95.1472,2023-08-06,Assam,Cachar,14.2,30.5,89.3,202.1,110.0,16.9,76.1,0.627,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,4.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15828,27.1376,95.8548,2024-08-22,Assam,Cachar,24.8,53.0,124.7,207.2,50.0,17.9,9.9,0.753,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,3.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15829,26.2762,90.0117,2024-09-14,Assam,Cachar,34.9,51.2,104.8,141.9,50.0,15.5,104.5,0.536,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,0.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15830,26.3459,93.0866,2025-08-02,Assam,Cachar,52.0,66.8,122.5,223.6,231.0,17.8,78.1,0.722,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,1.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15831,27.3818,91.7645,2024-08-04,Assam,Cachar,4.2,31.4,95.8,152.7,59.0,15.8,288.6,0.253,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,2.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15832,27.6713,91.2438,2025-05-16,Assam,Cachar,3.7,28.2,92.9,236.8,267.0,13.9,123.6,0.569,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,1.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15833,26.5302,94.154,2022-07-02,Assam,Cachar,6.5,21.5,68.6,213.5,119.0,27.6,10.9,0.309,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,2.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15834,26.4905,91.4952,2022-08-09,Assam,Cachar,8.8,36.8,74.0,183.4,50.0,14.3,107.2,0.791,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,2.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15835,27.8013,94.4374,2021-06-24,Assam,Cachar,14.5,36.9,66.4,240.0,278.0,12.0,165.7,0.226,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,4.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15836,27.5289,92.9095,2023-05-02,Assam,Cachar,8.1,31.1,66.7,234.9,94.0,18.3,299.7,0.546,Grassland,Sandy Loam,Granitic Gneiss & Alluvium,1.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15837,26.2151,95.2187,2024-09-14,Assam,Cachar,16.1,56.8,108.3,269.4,164.0,8.2,227.7,0.683,Agriculture,Alluvial Soil,Granitic Gneiss & Alluvium,2.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15838,27.0792,92.4613,2024-05-06,Assam,Cachar,69.2,76.0,108.3,273.8,107.0,17.1,348.8,0.25,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,2.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15839,26.6414,93.5755,2021-10-12,Assam,Cachar,23.3,35.2,55.0,164.8,202.0,11.4,101.5,0.582,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,1.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15840,26.2662,90.7968,2023-06-17,Assam,Cachar,35.7,71.1,144.9,199.5,282.0,16.9,90.9,0.8,Grassland,Sandy Loam,Granitic Gneiss & Alluvium,1.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15841,26.2324,93.8433,2021-07-09,Assam,Cachar,1.8,22.1,74.4,148.4,208.0,11.7,97.1,0.382,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,0.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15842,27.8481,90.6165,2020-09-17,Assam,Cachar,1.7,21.7,98.9,200.9,288.0,10.9,128.5,0.416,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,0.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15843,27.8287,92.4376,2023-08-10,Assam,Cachar,19.1,35.1,101.2,166.3,389.0,20.1,273.0,0.172,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,2.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15844,26.0874,94.4855,2020-07-07,Assam,Cachar,26.8,53.9,75.1,146.0,50.0,18.1,242.5,0.154,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,2.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15845,27.3685,91.4303,2025-09-23,Assam,Cachar,38.2,71.3,111.0,169.6,374.0,13.3,249.6,0.681,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,2.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15846,27.6446,90.6627,2024-07-04,Assam,Cachar,15.5,50.5,84.8,165.6,216.0,16.4,128.0,0.176,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,0.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15847,26.6178,92.984,2024-10-19,Assam,Cachar,30.6,57.1,90.4,226.1,50.0,15.6,72.2,0.468,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15848,26.2161,91.9716,2023-05-06,Assam,Cachar,30.2,68.5,121.9,277.0,515.0,6.0,156.3,0.435,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,3.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15849,26.3975,95.8473,2025-06-12,Assam,Cachar,1.8,31.5,105.1,274.2,50.0,15.8,38.6,0.148,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,0.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15850,26.9998,95.9992,2024-05-12,Assam,Cachar,14.3,35.3,68.4,168.6,50.0,12.8,20.5,0.138,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,0.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15851,25.8555,95.1873,2025-08-22,Assam,Cachar,33.0,67.6,96.9,176.3,160.0,10.0,25.8,0.171,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,2.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15852,25.9857,95.3653,2023-05-17,Assam,Cachar,96.5,112.5,147.1,184.5,50.0,12.7,346.8,0.144,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,1.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15853,26.5666,95.7899,2025-10-14,Assam,Cachar,3.4,32.6,50.9,107.8,50.0,16.0,112.4,0.774,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,2.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15854,26.0775,90.2721,2020-07-12,Assam,Cachar,9.0,25.3,79.1,129.0,89.0,11.2,121.6,0.275,Grassland,Sandy Loam,Granitic Gneiss & Alluvium,1.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15855,27.2619,95.6573,2021-09-06,Assam,Cachar,43.6,80.7,151.0,208.6,117.0,18.0,281.8,0.152,Grassland,Sandy Loam,Granitic Gneiss & Alluvium,1.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15856,27.2481,89.7878,2025-06-04,Assam,Cachar,6.0,19.0,42.0,163.9,114.0,18.9,249.6,0.501,Grassland,Lateritic Soil,Granitic Gneiss & Alluvium,3.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15857,27.8565,90.8524,2022-06-14,Assam,Cachar,55.1,84.0,96.6,197.0,247.0,27.6,187.0,0.409,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,3.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15858,26.4899,90.24,2025-06-10,Assam,Cachar,2.2,43.3,109.3,145.6,50.0,14.9,307.1,0.727,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,3.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15859,25.9781,94.0077,2024-08-13,Assam,Cachar,11.2,22.8,95.8,243.6,50.0,7.7,277.8,0.146,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,3.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15860,27.8663,90.2888,2020-07-11,Assam,Cachar,11.3,29.9,75.3,240.2,50.0,11.1,254.8,0.492,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,3.8,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15861,26.6636,90.3919,2021-09-02,Assam,Cachar,10.2,36.1,59.0,203.2,50.0,17.8,196.4,0.641,Grassland,Clay Loam,Granitic Gneiss & Alluvium,2.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15862,27.3207,91.6045,2022-05-25,Assam,Cachar,19.2,31.1,63.8,127.2,135.0,14.2,211.5,0.492,Grassland,Sandy Loam,Granitic Gneiss & Alluvium,2.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15863,26.5514,94.3196,2021-09-15,Assam,Cachar,17.0,23.6,55.1,201.5,104.0,15.1,105.0,0.492,Agriculture,Alluvial Soil,Granitic Gneiss & Alluvium,1.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15864,26.625,95.4724,2024-07-19,Assam,Cachar,13.7,48.8,90.8,141.8,50.0,12.6,152.0,0.128,Agriculture,Alluvial Soil,Granitic Gneiss & Alluvium,0.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15865,26.7592,92.5352,2021-07-21,Assam,Cachar,76.8,115.2,139.3,176.5,50.0,11.8,34.6,0.104,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15866,27.2433,92.3237,2021-08-06,Assam,Cachar,12.9,21.4,68.1,167.8,50.0,16.3,69.0,0.674,Agriculture,Red Sandy Soil,Granitic Gneiss & Alluvium,0.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15867,27.571,92.769,2023-07-12,Assam,Cachar,21.1,29.3,49.4,221.4,328.0,11.7,215.1,0.791,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,1.8,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15868,26.6801,93.3367,2022-06-07,Assam,Cachar,30.8,38.0,100.2,255.4,273.0,19.6,307.3,0.366,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,0.8,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15869,27.591,94.4824,2025-07-27,Assam,Cachar,30.8,59.8,103.5,222.4,54.0,16.9,130.7,0.388,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,2.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15870,27.4451,95.7506,2024-05-07,Assam,Cachar,8.7,33.6,91.0,215.6,50.0,20.0,169.2,0.127,Agriculture,Alluvial Soil,Granitic Gneiss & Alluvium,1.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15871,27.5855,92.571,2023-07-02,Assam,Cachar,59.2,87.8,129.6,294.8,50.0,11.5,207.4,0.321,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,2.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15872,27.116,90.7675,2020-06-15,Assam,Cachar,4.0,16.8,91.1,248.0,50.0,18.0,267.1,0.526,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,0.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15873,27.1123,91.552,2025-07-23,Assam,Cachar,1.2,22.9,83.1,260.9,406.0,14.0,20.6,0.448,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,0.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15874,27.2591,90.0262,2020-10-21,Assam,Cachar,9.3,25.5,39.3,208.9,190.0,15.2,93.0,0.255,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,0.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15875,27.582,89.7972,2025-06-18,Assam,Cachar,5.3,21.7,57.5,172.6,158.0,18.6,228.2,0.719,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,1.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15876,25.8573,93.6801,2022-05-07,Assam,Cachar,10.2,36.6,102.3,235.8,169.0,12.0,174.2,0.173,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,1.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15877,27.0932,90.3617,2021-07-06,Assam,Cachar,14.0,25.2,43.6,138.7,50.0,9.1,125.0,0.424,Agriculture,Sandy Loam,Granitic Gneiss & Alluvium,1.8,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15878,27.3097,95.1215,2022-07-09,Assam,Cachar,20.5,35.9,66.0,118.0,72.0,10.5,269.8,0.1,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,2.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15879,27.2358,91.2458,2023-06-21,Assam,Cachar,7.6,38.3,56.9,131.5,89.0,12.3,340.5,0.33,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,2.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15880,26.8051,95.6017,2022-09-23,Assam,Cachar,22.1,36.0,56.7,184.6,194.0,20.8,142.9,0.43,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,2.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15881,27.6989,94.3433,2021-09-03,Assam,Cachar,25.6,67.3,103.3,228.0,217.0,15.1,27.8,0.614,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,1.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15882,26.1689,95.6248,2023-08-10,Assam,Cachar,7.0,48.6,87.1,265.0,92.0,13.2,44.4,0.732,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,0.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15883,26.2631,95.9198,2023-08-22,Assam,Cachar,35.5,44.7,72.7,116.6,50.0,9.7,90.2,0.321,Dense Forest,Lateritic Soil,Granitic Gneiss & Alluvium,2.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15884,27.2621,92.8233,2022-08-16,Assam,Cachar,40.1,47.8,86.2,244.4,340.0,13.1,264.8,0.504,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,3.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15885,26.4682,93.6455,2025-10-15,Assam,Cachar,40.8,61.2,92.3,198.0,100.0,16.6,191.1,0.55,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,2.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15886,27.4096,93.493,2024-07-26,Assam,Cachar,5.3,26.0,94.9,140.4,94.0,13.3,343.9,0.119,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,0.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15887,27.7771,94.5447,2021-05-27,Assam,Cachar,45.2,84.9,109.4,239.6,323.0,17.7,116.7,0.623,Grassland,Clay Loam,Granitic Gneiss & Alluvium,3.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15888,27.5464,94.6065,2021-05-18,Assam,Cachar,2.0,17.2,69.1,121.7,74.0,20.4,315.4,0.23,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15889,26.1922,90.5278,2021-05-27,Assam,Cachar,4.4,22.2,66.8,128.0,299.0,16.5,281.7,0.402,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,2.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15890,26.3206,95.3294,2023-08-11,Assam,Cachar,4.8,20.7,34.2,101.2,224.0,17.7,150.1,0.721,Grassland,Clay Loam,Granitic Gneiss & Alluvium,1.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15891,27.8197,93.6289,2020-10-12,Assam,Cachar,4.3,12.0,43.1,142.8,50.0,11.5,283.5,0.642,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,2.3,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15892,27.6284,95.7757,2023-05-24,Assam,Cachar,7.5,20.0,50.7,139.5,256.0,11.1,208.7,0.605,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,0.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15893,27.6148,91.851,2020-07-27,Assam,Cachar,9.1,20.8,39.7,184.5,50.0,16.9,187.2,0.688,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,3.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15894,27.0637,95.2798,2022-09-23,Assam,Cachar,27.7,58.8,129.5,277.9,307.0,10.6,217.3,0.345,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15895,26.9587,95.3494,2022-10-26,Assam,Cachar,15.5,52.4,77.0,187.7,107.0,6.9,184.4,0.328,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,0.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15896,27.5788,95.7472,2020-10-26,Assam,Cachar,12.5,36.8,77.1,219.9,133.0,17.1,121.6,0.593,Agriculture,Lateritic Soil,Granitic Gneiss & Alluvium,1.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15897,27.4751,92.5537,2024-06-26,Assam,Cachar,36.5,43.4,102.1,146.2,50.0,18.1,167.6,0.269,Agriculture,Alluvial Soil,Granitic Gneiss & Alluvium,1.8,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15898,26.3035,95.1204,2021-06-10,Assam,Cachar,0.4,36.6,62.3,230.8,156.0,10.1,160.1,0.473,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,2.9,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15899,27.5553,92.1546,2022-06-25,Assam,Cachar,9.3,29.5,81.8,196.6,50.0,12.2,171.6,0.229,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,1.6,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15900,26.8424,94.6937,2021-08-19,Assam,Cachar,77.7,100.8,174.1,319.5,87.0,17.8,114.8,0.463,Agriculture,Red Sandy Soil,Granitic Gneiss & Alluvium,2.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15901,26.812,92.79,2023-05-12,Assam,Cachar,11.7,31.7,84.3,175.3,50.0,15.7,340.1,0.677,Dense Forest,Sandy Loam,Granitic Gneiss & Alluvium,2.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15902,27.002,94.5828,2020-08-19,Assam,Cachar,31.1,59.6,127.2,196.2,277.0,4.5,214.5,0.766,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,3.7,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15903,25.9335,94.0045,2025-05-17,Assam,Cachar,18.5,48.8,118.7,231.6,110.0,18.0,238.3,0.314,Dense Forest,Clay Loam,Granitic Gneiss & Alluvium,1.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15904,27.3648,91.6298,2023-09-07,Assam,Cachar,3.1,39.9,113.4,291.1,145.0,12.1,196.5,0.675,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,1.2,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15905,26.8762,91.2118,2020-05-11,Assam,Cachar,13.1,44.4,117.8,243.9,91.0,13.0,304.4,0.673,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,2.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15906,27.1179,93.3787,2021-06-21,Assam,Cachar,62.0,86.8,120.8,158.7,87.0,12.4,43.5,0.421,Agriculture,Clay Loam,Granitic Gneiss & Alluvium,2.4,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15907,26.2406,94.5732,2023-07-22,Assam,Cachar,24.9,53.7,82.1,256.8,50.0,17.8,208.2,0.755,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,2.5,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15908,26.0066,95.9873,2024-09-03,Assam,Cachar,2.5,22.7,58.2,108.6,261.0,13.1,331.1,0.394,Dense Forest,Red Sandy Soil,Granitic Gneiss & Alluvium,0.0,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-15909,25.8982,95.8337,2021-08-19,Assam,Cachar,0.6,19.0,35.4,109.7,50.0,12.0,344.8,0.136,Dense Forest,Alluvial Soil,Granitic Gneiss & Alluvium,2.1,0,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
