rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,zone_id
9.1,31.0,31.4,38.5,265.36,0.53,1.78,90.3,0.5599999999999999,14,0,0.0,ZONE-RK02
19.0,36.5,102.4,18.6,268.15,0.75,2.8099999999999996,73.7,0.33999999999999997,6,0,0.0,ZONE-RK01
25.2,51.8,63.6,18.9,284.78,0.62,3.09,72.3,2.18,7,0,0.0,ZONE-HW03
14.8,67.9,94.8,20.9,261.84,0.34,1.85,89.2,0.78,15,1,62.2,ZONE-RK04
30.3,63.5,93.2,46.8,260.01,0.33999999999999997,1.19,66.8,0.14,19,1,69.0,ZONE-RK03
3.4,33.0,55.2,380.6,286.36,0.43,1.43,90.7,1.1500000000000001,13,1,62.8,ZONE-HW02
9.8,29.8,71.5,174.0,284.67,0.6399999999999999,2.91,67.5,2.22,7,0,0.0,ZONE-HW03
24.2,42.2,105.6,61.8,268.19,0.89,2.8299999999999996,74.9,0.27,6,1,25.9,ZONE-RK01
10.2,16.6,47.8,19.7,268.13,0.9,2.9299999999999997,75.2,0.27,6,0,0.0,ZONE-RK01
36.9,49.2,201.3,53.3,260.55,0.21999999999999997,1.3199999999999998,67.0,0.1,19,1,70.8,ZONE-RK03
15.0,38.5,45.4,33.0,274.51,0.3,1.3499999999999999,62.1,0.19,16,1,39.6,ZONE-HW05
1.6,30.9,60.5,105.4,275.55,0.37,1.5599999999999998,65.6,0.16,16,1,57.4,ZONE-HW05
3.7,9.1,35.2,182.8,267.3,0.78,2.69,78.0,0.29,6,0,0.0,ZONE-RK01
18.6,34.9,71.3,6.2,267.49,0.8500000000000001,2.9899999999999998,74.2,0.32,6,0,0.0,ZONE-RK01
62.6,95.5,112.3,61.7,263.34,0.38,1.6400000000000001,86.6,0.81,15,1,70.7,ZONE-RK04
1.7,103.0,112.6,73.1,288.97,0.48000000000000004,1.5699999999999998,91.5,0.38,12,1,64.9,ZONE-HW04
4.2,42.1,117.1,78.3,285.89,0.6599999999999999,2.88,70.5,2.22,7,0,0.0,ZONE-HW03
14.3,81.2,85.3,28.1,264.87,0.49,1.79,93.8,0.58,14,1,69.4,ZONE-RK02
4.3,137.0,161.7,92.3,288.85,0.33,1.77,89.1,0.38,12,1,71.9,ZONE-HW04
17.3,24.5,38.2,23.1,259.61,0.26,1.3199999999999998,65.1,0.05,19,1,59.1,ZONE-RK03
7.9,15.9,16.9,148.1,264.11,0.46,1.57,93.0,0.5499999999999999,14,1,41.1,ZONE-RK02
50.5,63.0,83.7,0.5,286.76,0.56,1.5,93.8,1.11,13,0,0.0,ZONE-HW02
17.1,69.5,77.4,12.2,265.43,0.43,1.6900000000000002,91.6,0.64,14,1,58.3,ZONE-RK02
23.4,52.1,54.4,68.2,267.95,0.77,2.92,75.8,0.29,6,0,0.0,ZONE-RK01
5.5,19.3,92.7,116.6,265.79,0.58,1.6400000000000001,90.0,0.59,14,1,68.6,ZONE-RK02
7.7,95.9,122.0,103.4,260.37,0.24,1.05,68.3,0.08,19,1,68.6,ZONE-RK03
9.9,78.2,197.4,6.4,288.09,0.38,1.8499999999999999,88.6,0.36000000000000004,12,1,70.5,ZONE-HW04
41.3,93.7,172.0,15.7,286.01,0.54,1.44,90.1,1.1,13,1,71.5,ZONE-HW02
24.5,81.4,98.5,212.9,287.06,0.41000000000000003,1.88,88.5,0.43000000000000005,12,1,69.4,ZONE-HW04
0.8,5.7,44.3,60.0,294.57,0.92,2.1500000000000004,95.7,0.09,17,0,0.0,ZONE-HW01
15.5,16.0,177.4,3.2,293.11,0.97,2.0500000000000003,96.0,0.05,17,1,70.6,ZONE-HW01
2.3,2.7,44.5,188.5,274.92,0.21,1.22,67.0,0.21000000000000002,16,1,58.3,ZONE-HW05
16.4,68.3,69.0,54.7,265.64,0.51,1.6800000000000002,94.2,0.5599999999999999,14,1,63.2,ZONE-RK02
9.2,29.9,33.6,80.7,275.48,0.21,1.2799999999999998,62.9,0.22,16,1,38.5,ZONE-HW05
10.5,54.0,87.2,11.3,263.29,0.43000000000000005,1.6600000000000001,88.8,0.8200000000000001,15,1,63.7,ZONE-RK04
15.7,21.4,124.3,66.5,288.25,0.34,1.53,86.9,0.44,12,1,58.1,ZONE-HW04
2.6,101.0,137.5,5.3,261.91,0.39,1.9300000000000002,87.7,0.76,15,1,67.9,ZONE-RK04
14.8,23.6,105.0,119.2,284.97,0.6399999999999999,2.89,72.1,2.18,7,0,0.0,ZONE-HW03
57.9,78.8,109.1,98.0,288.72,0.42000000000000004,1.67,89.8,0.37,12,1,67.3,ZONE-HW04
2.1,25.9,65.4,6.6,261.84,0.45,1.82,87.9,0.78,15,1,43.0,ZONE-RK04
8.1,65.7,162.7,7.3,287.73,0.36000000000000004,1.65,90.8,0.4,12,1,71.0,ZONE-HW04
1.4,10.5,114.4,9.7,259.06,0.29,1.23,65.1,0.08,19,1,71.8,ZONE-RK03
19.1,22.3,71.1,30.8,287.09,0.48000000000000004,1.89,88.8,0.42000000000000004,12,0,0.0,ZONE-HW04
23.3,31.3,82.3,18.8,293.02,0.8300000000000001,2.2,97.2,0.05,17,1,41.2,ZONE-HW01
18.8,80.9,87.7,141.0,274.78,0.21,1.46,64.1,0.22,16,1,68.8,ZONE-HW05
13.5,17.6,45.5,12.3,259.56,0.35,1.1199999999999999,67.4,0.14,19,1,61.5,ZONE-RK03
18.1,60.8,66.4,49.4,285.93,0.72,2.87,71.3,2.2,7,0,0.0,ZONE-HW03
25.3,107.8,143.8,210.1,274.52,0.33999999999999997,1.44,65.5,0.21000000000000002,16,1,74.5,ZONE-HW05
11.5,26.5,120.8,47.5,264.09,0.5700000000000001,1.46,89.6,0.5599999999999999,14,1,71.9,ZONE-RK02
9.6,29.8,123.6,124.8,287.65,0.35000000000000003,1.81,91.5,0.43000000000000005,12,1,61.7,ZONE-HW04
7.8,20.0,53.9,59.5,260.46,0.27999999999999997,1.39,70.5,0.060000000000000005,19,1,65.0,ZONE-RK03
4.1,51.5,84.8,28.5,268.69,0.7100000000000001,2.9099999999999997,75.6,0.32999999999999996,6,0,0.0,ZONE-RK01
1.7,9.9,159.0,25.5,259.64,0.33999999999999997,1.15,70.9,0.11,19,1,69.4,ZONE-RK03
2.8,21.3,39.6,2.5,293.98,0.9400000000000001,2.0900000000000003,96.5,0.05,17,0,0.0,ZONE-HW01
5.9,29.5,69.6,30.9,275.62,0.24,1.43,65.8,0.22,16,1,48.0,ZONE-HW05
8.9,109.9,133.6,20.9,260.79,0.27,1.16,68.3,0.060000000000000005,19,1,69.4,ZONE-RK03
4.2,22.6,93.9,16.1,274.99,0.37,1.43,64.8,0.19,16,1,58.0,ZONE-HW05
18.5,19.1,46.2,104.7,275.71,0.36,1.38,65.8,0.24000000000000002,16,1,45.1,ZONE-HW05
6.2,31.1,42.6,94.8,260.56,0.26,1.05,66.4,0.11,19,1,66.5,ZONE-RK03
0.8,58.2,69.2,145.2,263.14,0.36000000000000004,1.9300000000000002,87.3,0.79,15,1,69.5,ZONE-RK04
6.5,45.0,64.2,165.4,260.94,0.21,1.23,70.1,0.14,19,1,71.2,ZONE-RK03
2.0,7.9,41.9,6.0,285.24,0.71,3.16,70.5,2.24,7,0,0.0,ZONE-HW03
3.3,89.6,277.1,33.0,294.31,0.81,2.1700000000000004,93.2,0.09,17,1,68.4,ZONE-HW01
38.5,62.1,77.8,84.8,262.59,0.45,1.97,89.0,0.8400000000000001,15,1,61.7,ZONE-RK04
16.1,151.7,167.1,78.0,265.61,0.51,1.6400000000000001,94.0,0.63,14,1,70.7,ZONE-RK02
0.8,4.4,4.6,526.8,265.9,0.52,1.6400000000000001,89.5,0.61,14,1,73.5,ZONE-RK02
24.3,70.7,106.3,25.0,294.45,0.8200000000000001,2.2,93.4,0.05,17,1,59.1,ZONE-HW01
2.5,12.6,36.2,98.8,261.54,0.31000000000000005,1.9100000000000001,89.9,0.8,15,1,43.5,ZONE-RK04
11.6,14.0,14.9,7.6,268.1,0.7100000000000001,2.9099999999999997,76.2,0.29,6,0,0.0,ZONE-RK01
7.9,89.1,139.8,113.3,285.1,0.62,2.85,70.7,2.24,7,0,0.0,ZONE-HW03
9.4,22.9,28.6,146.1,285.39,0.49,1.32,89.4,1.11,13,0,0.0,ZONE-HW02
22.9,28.4,64.3,46.8,262.33,0.45,1.92,88.2,0.75,15,1,51.4,ZONE-RK04
14.7,102.4,145.7,54.4,263.13,0.32,1.6500000000000001,86.1,0.75,15,1,70.4,ZONE-RK04
0.8,2.7,13.1,2.3,263.5,0.33,1.76,88.9,0.8200000000000001,15,0,0.0,ZONE-RK04
20.4,58.9,66.2,126.6,264.5,0.51,1.6,93.4,0.59,14,1,69.8,ZONE-RK02
2.5,13.3,27.6,32.6,262.39,0.36000000000000004,1.75,88.3,0.8400000000000001,15,0,0.0,ZONE-RK04
4.4,24.5,50.7,301.7,262.55,0.35000000000000003,1.8800000000000001,88.0,0.76,15,1,72.3,ZONE-RK04
0.9,5.5,8.2,68.8,287.56,0.34,1.55,91.9,0.37,12,0,0.0,ZONE-HW04
0.8,55.1,91.0,52.4,274.42,0.27,1.5299999999999998,62.9,0.25,16,1,65.9,ZONE-HW05
12.4,18.0,29.0,26.9,288.91,0.30000000000000004,1.83,87.6,0.41000000000000003,12,0,0.0,ZONE-HW04
13.5,20.6,26.8,245.7,294.65,0.8200000000000001,2.1100000000000003,95.7,0.05,17,1,46.5,ZONE-HW01
0.3,49.0,126.6,24.7,284.89,0.6399999999999999,2.95,71.0,2.2,7,0,0.0,ZONE-HW03
2.2,6.9,66.7,72.1,293.06,0.9500000000000001,2.37,97.5,0.08,17,0,0.0,ZONE-HW01
22.9,106.1,165.0,11.9,286.85,0.58,1.62,91.5,1.1300000000000001,13,1,65.1,ZONE-HW02
4.2,59.6,71.3,5.3,285.73,0.76,3.17,71.5,2.23,7,0,0.0,ZONE-HW03
18.2,33.7,160.0,73.5,274.78,0.33999999999999997,1.47,67.2,0.24000000000000002,16,1,70.9,ZONE-HW05
1.4,90.0,105.0,28.8,274.52,0.39,1.39,68.0,0.17,16,1,72.4,ZONE-HW05
7.7,9.3,43.6,9.2,294.6,0.99,2.0300000000000002,93.5,0.05,17,0,0.0,ZONE-HW01
7.7,20.7,94.8,113.8,286.14,0.41000000000000003,1.41,89.6,1.08,13,1,38.3,ZONE-HW02
2.5,16.2,39.6,11.5,267.25,0.81,2.73,73.6,0.27,6,0,0.0,ZONE-RK01
24.0,60.9,71.5,32.0,287.03,0.30000000000000004,1.51,88.2,0.41000000000000003,12,1,36.6,ZONE-HW04
1.7,31.4,37.9,298.5,284.12,0.7899999999999999,2.91,70.7,2.18,7,0,0.0,ZONE-HW03
22.8,37.6,80.8,169.6,264.88,0.45,1.7100000000000002,90.6,0.6,14,1,66.4,ZONE-RK02
12.1,17.9,41.7,129.7,259.29,0.32,1.02,65.7,0.05,19,1,70.2,ZONE-RK03
15.5,47.1,147.9,157.1,288.16,0.31000000000000005,1.79,86.4,0.42000000000000004,12,1,68.1,ZONE-HW04
37.8,40.8,80.1,94.4,293.03,0.97,2.3400000000000003,95.2,0.05,17,1,46.6,ZONE-HW01
21.2,49.2,58.3,111.8,264.15,0.49,1.6,90.4,0.58,14,1,61.2,ZONE-RK02
19.1,21.8,53.0,13.4,284.14,0.69,2.91,67.1,2.21,7,0,0.0,ZONE-HW03
6.2,6.7,32.3,55.9,285.67,0.48,1.56,90.8,1.1500000000000001,13,0,0.0,ZONE-HW02
14.5,47.2,137.7,17.0,267.32,0.7100000000000001,2.9699999999999998,77.5,0.25,6,1,50.0,ZONE-RK01
1.9,59.1,67.6,257.6,286.02,0.56,1.5,91.5,1.08,13,1,53.4,ZONE-HW02
27.7,48.5,247.8,7.2,268.31,0.73,2.9099999999999997,75.9,0.35,6,1,74.7,ZONE-RK01
5.4,35.9,57.4,184.5,262.63,0.5,1.85,89.4,0.8,15,1,61.1,ZONE-RK04
1.0,24.9,69.6,74.0,275.6,0.32,1.46,65.1,0.18000000000000002,16,1,52.8,ZONE-HW05
4.4,18.0,110.8,15.2,294.82,0.87,2.3200000000000003,97.9,0.05,17,1,45.9,ZONE-HW01
26.3,51.1,122.9,87.5,265.39,0.49,1.78,91.5,0.5599999999999999,14,1,70.8,ZONE-RK02
3.5,28.7,129.8,39.6,265.83,0.53,1.6400000000000001,91.7,0.59,14,1,69.3,ZONE-RK02
51.0,69.1,76.8,34.5,260.85,0.25,1.3599999999999999,69.0,0.12000000000000001,19,1,71.3,ZONE-RK03
45.5,57.1,158.4,149.2,293.68,0.8200000000000001,2.16,95.0,0.05,17,1,71.3,ZONE-HW01
6.5,9.1,73.6,26.1,263.3,0.48000000000000004,1.61,85.7,0.78,15,1,44.7,ZONE-RK04
22.9,40.4,73.6,105.3,288.49,0.33,1.51,88.6,0.42000000000000004,12,1,47.7,ZONE-HW04
7.2,24.8,48.4,32.0,260.03,0.31,1.16,67.5,0.060000000000000005,19,1,66.6,ZONE-RK03
11.2,60.8,83.3,52.0,262.92,0.32,1.96,90.4,0.81,15,1,65.2,ZONE-RK04
16.7,26.1,42.4,189.6,267.15,0.88,2.98,77.5,0.31,6,0,0.0,ZONE-RK01
19.3,45.1,97.3,2.1,284.58,0.7,2.85,68.1,2.23,7,0,0.0,ZONE-HW03
14.4,35.8,75.3,31.2,274.17,0.38,1.44,64.2,0.21000000000000002,16,1,52.4,ZONE-HW05
1.3,7.7,158.2,36.8,287.35,0.44,1.6099999999999999,90.6,0.37,12,1,64.7,ZONE-HW04
9.4,11.0,12.9,88.4,268.13,0.88,2.8299999999999996,77.1,0.29,6,0,0.0,ZONE-RK01
11.6,32.9,46.8,95.6,285.77,0.55,1.68,88.3,1.1400000000000001,13,0,0.0,ZONE-HW02
2.8,9.1,40.0,23.6,262.36,0.36000000000000004,1.95,86.9,0.78,15,0,0.0,ZONE-RK04
4.3,35.4,88.0,121.8,259.24,0.25,1.18,70.3,0.08,19,1,74.8,ZONE-RK03
8.1,10.4,26.4,273.9,265.85,0.53,1.46,90.2,0.63,14,1,62.9,ZONE-RK02
13.6,50.7,51.1,51.1,268.2,0.7100000000000001,2.96,75.2,0.27,6,0,0.0,ZONE-RK01
0.6,25.9,152.7,241.9,288.67,0.31000000000000005,1.58,91.7,0.41000000000000003,12,1,73.1,ZONE-HW04
11.7,30.1,175.1,78.4,274.25,0.29,1.5699999999999998,66.3,0.24000000000000002,16,1,68.5,ZONE-HW05
1.0,19.8,33.5,44.4,284.99,0.62,2.85,68.7,2.22,7,0,0.0,ZONE-HW03
9.1,35.3,57.4,12.6,286.61,0.55,1.39,88.4,1.07,13,0,0.0,ZONE-HW02
10.5,63.7,118.2,28.9,285.55,0.53,1.51,92.7,1.12,13,1,44.1,ZONE-HW02
41.1,114.1,125.8,2.8,267.87,0.89,2.92,73.9,0.32999999999999996,6,1,51.0,ZONE-RK01
20.3,73.0,244.9,154.4,268.9,0.8300000000000001,2.6999999999999997,75.5,0.33999999999999997,6,1,69.6,ZONE-RK01
13.8,36.5,37.9,19.8,262.03,0.33,1.9300000000000002,89.4,0.78,15,1,28.6,ZONE-RK04
9.2,38.9,79.6,95.0,265.9,0.5700000000000001,1.7000000000000002,89.0,0.5599999999999999,14,1,63.4,ZONE-RK02
4.9,29.9,34.5,37.4,262.92,0.31000000000000005,1.8800000000000001,88.7,0.81,15,1,26.4,ZONE-RK04
20.8,56.3,289.9,22.8,285.97,0.53,1.37,89.8,1.07,13,1,70.2,ZONE-HW02
10.3,22.3,51.3,136.1,287.98,0.43000000000000005,1.74,89.3,0.38,12,0,0.0,ZONE-HW04
17.3,81.5,92.9,144.6,261.72,0.48000000000000004,1.9000000000000001,86.7,0.8500000000000001,15,1,68.6,ZONE-RK04
0.9,66.7,86.7,26.4,284.23,0.69,2.93,67.7,2.22,7,0,0.0,ZONE-HW03
10.8,95.5,97.9,30.4,260.55,0.3,1.3199999999999998,67.9,0.09000000000000001,19,1,69.4,ZONE-RK03
29.1,44.2,55.3,38.7,293.54,0.8400000000000001,2.3400000000000003,94.5,0.060000000000000005,17,0,0.0,ZONE-HW01
7.3,81.4,153.2,49.2,285.52,0.46,1.46,90.7,1.09,13,1,69.6,ZONE-HW02
66.8,85.6,88.6,21.3,293.97,0.8400000000000001,2.25,92.3,0.05,17,1,51.1,ZONE-HW01
8.6,13.7,161.1,101.9,260.07,0.36,1.04,70.8,0.11,19,1,68.9,ZONE-RK03
4.7,31.5,95.4,198.4,274.04,0.33999999999999997,1.52,62.5,0.22,16,1,73.1,ZONE-HW05
32.0,53.7,128.2,57.8,274.13,0.21,1.2799999999999998,65.2,0.25,16,1,73.1,ZONE-HW05
12.1,15.8,22.5,52.8,285.72,0.6499999999999999,3.12,72.5,2.18,7,0,0.0,ZONE-HW03
4.7,5.3,69.5,2.3,262.61,0.35000000000000003,1.61,90.1,0.8300000000000001,15,1,40.7,ZONE-RK04
13.6,36.8,210.2,46.3,274.8,0.3,1.2599999999999998,63.8,0.17,16,1,74.0,ZONE-HW05
1.0,25.1,117.1,403.2,261.57,0.45,1.9300000000000002,87.3,0.79,15,1,74.4,ZONE-RK04
8.4,20.0,138.6,14.9,294.72,0.8200000000000001,2.2,96.2,0.07,17,1,57.5,ZONE-HW01
14.3,29.9,32.0,29.9,275.21,0.22999999999999998,1.49,66.8,0.17,16,0,0.0,ZONE-HW05
4.6,39.4,188.0,21.8,294.57,0.89,2.3000000000000003,93.8,0.05,17,1,67.0,ZONE-HW01
25.0,26.7,65.3,5.1,287.75,0.39,1.5899999999999999,88.4,0.38,12,0,0.0,ZONE-HW04
40.8,84.4,138.0,121.6,294.82,0.91,2.1,92.1,0.05,17,1,69.6,ZONE-HW01
15.6,119.8,182.4,181.0,286.53,0.54,1.48,91.5,1.05,13,1,73.9,ZONE-HW02
10.9,14.6,52.2,9.5,287.74,0.41000000000000003,1.76,88.0,0.43000000000000005,12,0,0.0,ZONE-HW04
13.5,33.3,82.0,0.7,264.19,0.43,1.75,91.9,0.57,14,1,52.8,ZONE-RK02
3.3,23.6,173.9,33.9,288.05,0.47000000000000003,1.8,86.4,0.4,12,1,66.2,ZONE-HW04
8.3,45.9,92.2,24.9,286.67,0.41000000000000003,1.58,91.6,1.1400000000000001,13,0,0.0,ZONE-HW02
7.9,15.3,184.4,9.8,294.38,0.9500000000000001,2.3200000000000003,95.3,0.05,17,1,69.8,ZONE-HW01
7.0,7.8,20.3,106.1,285.92,0.5,1.52,92.4,1.12,13,0,0.0,ZONE-HW02
3.4,5.9,38.1,0.7,264.85,0.42,1.4500000000000002,89.1,0.6,14,0,0.0,ZONE-RK02
1.3,50.7,124.5,172.7,264.33,0.49,1.79,89.2,0.59,14,1,68.7,ZONE-RK02
28.9,63.4,66.1,106.9,274.97,0.35,1.42,64.4,0.18000000000000002,16,1,63.6,ZONE-HW05
28.0,76.1,111.6,18.6,294.44,0.98,2.1100000000000003,93.9,0.09,17,1,59.7,ZONE-HW01
28.0,67.0,264.5,11.8,259.28,0.3,1.08,68.7,0.12000000000000001,19,1,72.2,ZONE-RK03
3.8,10.9,89.5,14.5,293.94,0.8400000000000001,2.1300000000000003,96.5,0.1,17,1,35.6,ZONE-HW01
1.0,197.3,198.6,126.2,260.05,0.37,1.0,67.5,0.07,19,1,68.5,ZONE-RK03
6.8,62.1,102.5,162.3,267.62,0.74,2.88,75.2,0.27999999999999997,6,1,52.8,ZONE-RK01
39.1,39.4,43.3,20.2,288.19,0.31000000000000005,1.75,91.3,0.38,12,0,0.0,ZONE-HW04
16.6,82.4,113.2,65.4,268.86,0.75,2.9299999999999997,77.2,0.31,6,1,47.6,ZONE-RK01
3.1,52.1,223.2,21.9,285.87,0.71,3.06,68.2,2.21,7,0,0.0,ZONE-HW03
10.2,12.9,53.9,48.9,265.46,0.46,1.51,89.6,0.63,14,1,40.5,ZONE-RK02
2.3,19.8,40.1,51.6,284.66,0.75,3.04,68.7,2.23,7,0,0.0,ZONE-HW03
13.2,13.5,85.1,87.4,287.42,0.30000000000000004,1.5899999999999999,87.3,0.44,12,1,39.8,ZONE-HW04
6.8,8.4,78.7,217.3,259.33,0.37,1.13,70.4,0.060000000000000005,19,1,71.7,ZONE-RK03
4.1,15.8,26.0,60.2,287.85,0.39,1.6199999999999999,90.6,0.37,12,0,0.0,ZONE-HW04
2.5,15.7,75.4,57.5,284.75,0.6799999999999999,2.99,68.9,2.2,7,0,0.0,ZONE-HW03
7.3,23.7,65.0,0.4,274.16,0.32,1.2899999999999998,63.0,0.21000000000000002,16,1,38.4,ZONE-HW05
1.2,65.1,69.2,85.9,260.68,0.31,1.2,69.7,0.12000000000000001,19,1,71.3,ZONE-RK03
37.9,47.4,70.5,58.9,285.3,0.6399999999999999,3.15,72.1,2.23,7,0,0.0,ZONE-HW03
32.0,117.4,184.7,6.3,286.46,0.44,1.52,94.0,1.1400000000000001,13,1,69.2,ZONE-HW02
16.6,32.4,64.2,3.5,260.87,0.4,1.08,67.2,0.07,19,1,66.9,ZONE-RK03
3.2,50.1,80.4,25.1,285.19,0.47,1.4,93.5,1.11,13,0,0.0,ZONE-HW02
7.3,65.1,134.2,22.3,268.29,0.8300000000000001,2.76,78.0,0.32,6,1,47.8,ZONE-RK01
1.9,10.6,137.4,61.0,268.94,0.8600000000000001,2.9499999999999997,77.6,0.35,6,1,38.9,ZONE-RK01
11.4,38.6,61.4,115.2,287.35,0.45,1.76,89.3,0.36000000000000004,12,1,33.9,ZONE-HW04
11.1,14.8,21.7,53.9,260.41,0.24,1.3399999999999999,65.5,0.13,19,1,51.1,ZONE-RK03
41.4,52.5,154.3,101.1,288.27,0.31000000000000005,1.54,89.3,0.45,12,1,67.4,ZONE-HW04
4.3,5.4,10.8,91.3,267.67,0.8300000000000001,2.96,77.4,0.27,6,0,0.0,ZONE-RK01
3.3,17.2,52.0,90.5,286.03,0.59,1.46,93.0,1.12,13,0,0.0,ZONE-HW02
1.8,17.4,50.6,54.5,264.39,0.55,1.46,90.6,0.57,14,1,39.3,ZONE-RK02
25.6,31.3,113.8,82.6,262.88,0.38,1.85,90.1,0.8400000000000001,15,1,66.9,ZONE-RK04
12.2,48.3,74.9,10.4,274.7,0.27,1.43,66.2,0.21000000000000002,16,1,54.9,ZONE-HW05
16.4,38.7,89.7,28.9,265.84,0.44,1.4300000000000002,90.9,0.61,14,1,58.6,ZONE-RK02
35.6,62.2,66.7,41.8,260.58,0.24,1.15,65.5,0.12000000000000001,19,1,67.8,ZONE-RK03
21.2,68.6,102.7,157.6,262.99,0.45,1.72,87.3,0.78,15,1,69.0,ZONE-RK04
4.7,20.6,135.0,158.6,285.83,0.5700000000000001,1.41,89.2,1.1500000000000001,13,1,59.1,ZONE-HW02
17.4,76.2,80.8,140.2,287.53,0.4,1.73,88.1,0.41000000000000003,12,1,59.1,ZONE-HW04
5.8,11.7,25.4,37.9,259.07,0.37,1.15,68.2,0.07,19,1,57.8,ZONE-RK03
4.3,15.9,23.2,24.6,286.29,0.54,1.42,90.1,1.1500000000000001,13,0,0.0,ZONE-HW02
12.7,30.2,51.5,96.1,275.66,0.36,1.24,66.6,0.18000000000000002,16,1,52.6,ZONE-HW05
33.6,76.0,96.2,95.5,268.84,0.8,2.8499999999999996,74.9,0.3,6,1,39.9,ZONE-RK01
2.5,6.7,27.9,115.4,285.32,0.7799999999999999,2.93,67.6,2.1900000000000004,7,0,0.0,ZONE-HW03
4.2,6.2,13.3,137.0,267.32,0.8,2.73,77.4,0.27,6,0,0.0,ZONE-RK01
15.1,23.9,64.4,52.5,285.61,0.49,1.37,88.1,1.1300000000000001,13,0,0.0,ZONE-HW02
16.0,24.0,123.9,25.9,288.19,0.44,1.79,88.8,0.37,12,1,52.6,ZONE-HW04
17.8,18.3,41.6,30.3,285.97,0.48,1.32,93.6,1.07,13,0,0.0,ZONE-HW02
11.8,14.1,92.2,17.2,274.22,0.29,1.3099999999999998,65.5,0.21000000000000002,16,1,54.8,ZONE-HW05
17.0,65.8,107.1,94.5,260.84,0.38,1.39,70.7,0.07,19,1,75.5,ZONE-RK03
16.3,29.5,112.2,24.4,259.26,0.27,1.38,70.8,0.08,19,1,73.3,ZONE-RK03
12.7,53.7,77.5,25.2,285.92,0.43,1.3,88.9,1.1400000000000001,13,0,0.0,ZONE-HW02
9.2,60.3,193.2,55.1,293.62,0.8400000000000001,2.3400000000000003,94.6,0.07,17,1,68.6,ZONE-HW01
16.2,86.3,91.5,18.5,275.69,0.27,1.39,64.1,0.2,16,1,67.6,ZONE-HW05
18.5,70.6,167.9,37.5,263.33,0.43000000000000005,1.9300000000000002,89.2,0.8300000000000001,15,1,68.2,ZONE-RK04
1.4,18.7,31.8,24.1,259.64,0.39,1.16,67.0,0.08,19,1,58.2,ZONE-RK03
22.2,24.6,112.5,39.1,285.19,0.71,2.94,71.0,2.25,7,0,0.0,ZONE-HW03
13.6,16.4,37.0,6.6,267.44,0.8200000000000001,2.9099999999999997,74.2,0.27999999999999997,6,0,0.0,ZONE-RK01
48.9,98.3,129.1,17.7,268.22,0.8500000000000001,2.9699999999999998,75.9,0.26,6,1,50.3,ZONE-RK01
40.6,53.3,62.1,58.0,262.1,0.32,1.75,86.1,0.77,15,1,56.6,ZONE-RK04
43.2,43.3,56.9,195.2,287.07,0.49,1.67,87.0,0.42000000000000004,12,1,50.1,ZONE-HW04
2.8,6.4,48.6,138.6,288.61,0.37,1.79,89.9,0.39,12,0,0.0,ZONE-HW04
9.7,166.1,222.9,5.4,267.32,0.73,2.8,76.1,0.25,6,1,73.0,ZONE-RK01
74.1,89.8,106.7,57.1,284.84,0.61,2.97,71.5,2.16,7,0,0.0,ZONE-HW03
5.4,8.1,8.2,41.8,288.0,0.46,1.78,91.1,0.45,12,0,0.0,ZONE-HW04
27.2,52.7,409.7,23.7,265.57,0.6,1.61,91.3,0.62,14,1,69.2,ZONE-RK02
4.9,10.1,19.1,23.5,286.9,0.54,1.4,91.1,1.11,13,0,0.0,ZONE-HW02
23.6,94.5,279.1,18.5,287.87,0.39,1.52,91.2,0.4,12,1,68.4,ZONE-HW04
32.0,43.9,49.9,142.8,285.5,0.47,1.42,92.9,1.1,13,0,0.0,ZONE-HW02
15.2,20.6,48.7,23.7,259.59,0.27999999999999997,1.18,66.8,0.05,19,1,61.3,ZONE-RK03
20.0,38.1,264.9,3.9,268.06,0.78,2.67,75.2,0.26,6,1,68.6,ZONE-RK01
6.6,26.3,61.3,26.6,287.86,0.35000000000000003,1.89,90.1,0.37,12,0,0.0,ZONE-HW04
19.6,81.9,221.5,114.5,275.14,0.21,1.3299999999999998,62.2,0.21000000000000002,16,1,73.8,ZONE-HW05
28.5,52.5,139.9,25.3,264.76,0.6,1.4300000000000002,94.6,0.62,14,1,69.8,ZONE-RK02
7.6,19.0,50.5,23.5,267.37,0.8500000000000001,2.8899999999999997,76.5,0.26,6,0,0.0,ZONE-RK01
48.9,60.2,65.4,52.4,285.93,0.76,3.03,73.0,2.21,7,0,0.0,ZONE-HW03
0.9,4.4,16.8,43.7,275.71,0.25,1.52,64.2,0.2,16,0,0.0,ZONE-HW05
8.5,56.7,124.0,38.9,284.55,0.74,2.87,70.0,2.1500000000000004,7,0,0.0,ZONE-HW03
6.1,17.5,91.9,3.7,285.82,0.74,2.91,69.4,2.1500000000000004,7,0,0.0,ZONE-HW03
0.2,47.8,80.2,9.8,285.31,0.6499999999999999,2.98,71.7,2.21,7,0,0.0,ZONE-HW03
4.0,84.9,183.0,86.6,264.44,0.4,1.53,89.4,0.58,14,1,73.6,ZONE-RK02
9.9,31.9,216.8,236.2,288.18,0.43000000000000005,1.63,88.3,0.44,12,1,68.0,ZONE-HW04
