location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.3,12.1,24.4,0.0,51.19,0.21,1.18,81.7,0.03,22,1,77.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,2.8,10.3,23.7,3.2,51.68,0.15,0.92,80.8,0.05,22,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,2.9,11.9,25.3,4.7,51.32,0.22,0.95,82.6,0.03,22,1,76.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.0,11.5,26.0,5.9,51.45,0.14,1.19,81.0,0.1,22,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.1,10.0,23.5,3.8,51.52,0.18,1.2,82.1,0.08,22,1,76.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.1,14.3,28.4,15.0,51.59,0.2,1.14,79.9,0.08,22,1,79.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.3,11.8,19.0,11.9,51.6,0.27,1.11,80.5,0.06,22,1,75.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.5,11.3,21.8,4.0,51.55,0.21,0.91,80.5,0.03,22,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.4,13.7,26.4,0.0,51.44,0.17,1.18,82.7,0.04,22,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,2.7,10.9,23.0,9.5,51.35,0.18,0.98,81.7,0.04,22,1,83.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.1,11.5,25.8,0.0,51.29,0.2,0.9,81.4,0.08,22,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,2.9,12.7,24.0,23.9,51.32,0.26,1.17,82.1,0.02,22,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,2.9,13.1,25.5,1.1,51.6,0.23,1.11,82.5,0.05,22,1,77.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,3.0,13.4,30.0,9.4,51.42,0.19,1.05,81.7,0.06,22,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,2.8,12.0,21.3,0.0,51.74,0.18,1.18,81.8,0.03,22,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,6.5,51.4,0.27,1.16,80.7,0.08,22,1,74.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.15,0.23,1.1,82.1,0.02,22,1,72.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,6.4,51.49,0.15,0.93,82.7,0.02,22,1,78.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,5.8,51.75,0.24,1.0,81.4,0.03,22,1,75.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,2.2,51.3,0.14,1.11,82.7,0.03,22,1,74.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.32,0.18,0.97,81.8,0.05,22,1,76.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,11.0,51.54,0.21,1.15,82.8,0.06,22,1,73.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.26,0.23,1.06,83.4,0.09,22,1,72.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.6,0.19,0.97,81.9,0.05,22,1,70.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,5.7,51.7,0.16,1.12,81.7,0.07,22,1,73.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,14.2,51.49,0.29,1.02,81.4,0.02,22,1,76.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.95,0.22,1.1,83.8,0.05,22,1,72.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,8.7,51.41,0.18,1.03,82.6,0.04,22,1,73.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.7,51.65,0.19,1.0,82.3,0.06,22,1,77.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.49,0.16,1.18,81.3,0.06,22,1,74.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.2,51.45,0.13,0.93,81.8,0.04,22,1,74.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,15.9,51.15,0.2,1.03,83.2,0.07,22,1,73.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.75,0.2,1.03,82.1,0.04,22,1,73.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.49,0.1,1.22,82.2,0.06,22,1,75.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.38,0.19,1.1,82.2,0.04,22,1,71.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,3.2,51.43,0.21,0.99,81.0,0.04,22,1,72.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.14,0.24,1.01,82.2,0.04,22,1,71.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.57,0.14,1.1,81.6,0.02,22,1,76.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,9.5,51.53,0.28,1.24,81.6,0.07,22,1,70.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.43,0.2,1.07,82.2,0.05,22,1,74.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,6.2,51.76,0.12,1.08,82.7,0.06,22,1,72.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,12.3,51.64,0.22,1.25,82.6,0.05,22,1,76.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.6,0.22,1.01,81.5,0.05,22,1,76.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,14.7,51.66,0.16,1.04,81.8,0.05,22,1,71.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,11.3,51.58,0.19,1.13,83.4,0.07,22,1,73.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.5,51.66,0.17,1.32,81.8,0.08,22,1,70.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,6.4,51.13,0.26,1.05,80.8,0.08,22,1,76.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,3.5,51.6,0.14,1.08,82.5,0.03,22,1,71.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,5.0,51.32,0.25,0.97,81.8,0.03,22,1,71.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Brahmaputra River Bank,ZONE-NE03,Ward 08,0.0,0.0,0.0,0.0,51.47,0.22,0.93,83.0,0.04,22,1,74.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,60.9,246.5,515.3,248.0,53.89,0.64,2.56,71.7,0.43,11,1,82.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,59.5,225.7,550.4,271.9,53.86,0.55,2.48,72.3,0.39,11,1,84.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,57.4,210.0,508.9,266.7,53.69,0.64,2.53,72.8,0.39,11,1,84.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,63.6,232.1,517.6,255.3,54.23,0.6,2.5,73.4,0.38,11,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,62.2,192.8,470.0,262.9,54.31,0.5,2.5,71.3,0.4,11,1,84.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,55.1,201.4,411.3,269.0,53.84,0.61,2.46,70.5,0.43,11,1,81.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,44.0,210.4,468.7,261.7,54.34,0.55,2.24,72.0,0.39,11,1,83.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,49.6,168.2,499.7,250.6,54.23,0.62,2.38,71.8,0.37,11,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,63.4,187.9,510.7,261.9,53.98,0.58,2.31,69.4,0.39,11,1,79.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,63.8,228.8,396.7,261.8,54.02,0.62,2.39,71.5,0.42,11,1,82.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,56.7,192.2,464.6,250.3,54.21,0.57,2.53,72.7,0.42,11,1,80.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,58.2,228.5,536.6,260.1,54.18,0.58,2.42,73.5,0.4,11,1,84.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,59.9,167.0,576.8,261.7,54.02,0.64,2.66,72.6,0.41,11,1,84.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,62.8,224.1,449.6,248.8,53.93,0.64,2.44,73.5,0.39,11,1,83.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,51.1,189.2,451.8,262.2,53.67,0.59,2.5,73.2,0.39,11,1,79.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,63.0,191.0,548.2,249.0,54.15,0.56,2.6,72.8,0.42,11,1,85.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,73.1,216.3,546.3,269.8,53.86,0.61,2.63,73.1,0.36,11,1,83.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,56.4,232.7,518.9,258.7,53.85,0.61,2.73,72.6,0.36,11,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,57.9,261.9,515.6,269.3,53.91,0.62,2.58,71.0,0.39,11,1,81.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,55.9,275.9,370.4,257.5,53.98,0.56,2.49,73.1,0.43,11,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,56.8,189.3,450.4,262.9,54.07,0.66,2.57,72.2,0.39,11,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,63.6,224.4,578.1,264.5,53.78,0.65,2.59,71.3,0.4,11,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,46.2,240.5,384.1,265.8,53.89,0.54,2.39,72.6,0.39,11,1,81.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,53.1,184.0,502.2,256.9,53.76,0.65,2.61,71.9,0.4,11,1,84.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,51.7,276.9,484.0,256.7,53.84,0.56,2.57,73.0,0.39,11,1,85.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,55.2,192.3,471.5,258.6,54.08,0.61,2.4,73.2,0.42,11,1,80.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,58.4,207.2,448.4,254.2,53.9,0.61,2.41,71.0,0.43,11,1,81.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,49.0,219.4,420.4,259.1,53.74,0.55,2.6,73.2,0.4,11,1,78.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,62.1,227.9,522.0,257.3,53.78,0.66,2.4,70.7,0.4,11,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,67.1,247.1,467.7,259.0,54.4,0.54,2.61,74.1,0.4,11,1,81.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,56.5,240.3,403.1,258.6,53.94,0.6,2.58,71.0,0.41,11,1,84.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,53.7,172.0,414.1,253.8,53.65,0.54,2.48,70.7,0.39,11,1,83.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,56.7,206.9,478.5,256.5,53.84,0.64,2.65,72.2,0.38,11,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,66.1,255.2,473.7,248.5,53.67,0.57,2.58,73.0,0.41,11,1,82.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,60.2,238.5,464.3,272.5,53.8,0.6,2.38,72.9,0.37,11,1,80.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,73.4,275.5,514.3,296.3,54.22,0.59,2.78,73.2,0.42,11,1,84.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,66.1,320.5,469.0,304.8,54.05,0.58,2.56,72.8,0.43,11,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,58.8,308.5,561.9,311.9,54.14,0.57,2.38,72.9,0.4,11,1,80.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,69.5,272.8,532.7,312.0,54.36,0.64,2.45,73.2,0.41,11,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,62.2,273.6,594.6,316.6,53.7,0.63,2.64,71.9,0.37,11,1,78.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,65.2,276.5,586.1,307.3,53.89,0.62,2.63,72.1,0.39,11,1,78.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,60.1,267.7,531.8,303.7,54.27,0.58,2.51,71.0,0.4,11,1,84.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,56.2,242.3,597.3,307.3,53.85,0.54,2.73,72.6,0.39,11,1,80.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,65.4,276.5,554.9,304.5,53.96,0.64,2.47,71.9,0.37,11,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,68.7,275.7,463.8,320.9,54.14,0.6,2.5,70.8,0.37,11,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,73.2,236.7,505.5,309.3,53.94,0.68,2.31,71.4,0.4,11,1,81.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,64.7,239.3,552.0,323.5,53.96,0.58,2.53,72.7,0.39,11,1,84.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,59.3,263.3,590.1,300.7,53.93,0.64,2.58,71.3,0.4,11,1,83.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,76.7,270.6,419.2,300.3,54.04,0.59,2.45,70.8,0.4,11,1,79.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,64.6,255.4,451.3,307.2,54.18,0.6,2.6,73.2,0.38,11,1,83.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,73.2,287.9,527.3,307.2,54.28,0.58,2.49,72.5,0.38,11,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,58.9,283.6,460.3,319.1,53.93,0.65,2.44,71.4,0.4,11,1,83.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,65.9,249.4,598.0,321.7,54.09,0.6,2.56,71.7,0.4,11,1,85.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,69.5,283.3,457.0,317.0,54.14,0.61,2.59,71.2,0.37,11,1,83.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,59.4,276.8,523.4,293.4,54.11,0.54,2.48,72.4,0.39,11,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,71.9,260.0,562.4,298.8,53.8,0.47,2.35,71.6,0.39,11,1,81.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,65.4,273.6,556.5,315.0,54.02,0.64,2.37,71.0,0.38,11,1,80.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,66.0,277.8,579.3,299.9,53.9,0.56,2.57,71.9,0.4,11,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,73.7,246.1,544.7,306.9,54.22,0.57,2.73,74.2,0.41,11,1,81.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,66.8,233.8,574.7,304.7,53.73,0.59,2.53,71.3,0.42,11,1,81.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,62.5,276.8,493.3,319.4,54.09,0.56,2.48,72.9,0.39,11,1,84.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,66.0,270.3,604.8,312.5,54.18,0.59,2.47,71.8,0.37,11,1,84.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,62.4,268.8,499.3,315.7,53.9,0.59,2.6,72.7,0.39,11,1,84.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,67.9,266.4,517.1,313.9,53.85,0.64,2.54,73.0,0.41,11,1,84.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,63.9,265.4,490.3,324.0,54.15,0.65,2.55,70.6,0.41,11,1,85.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,69.9,273.7,438.9,311.3,53.84,0.54,2.45,72.2,0.39,11,1,84.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,67.7,274.6,601.1,309.4,53.91,0.68,2.61,72.3,0.41,11,1,81.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,59.0,249.7,546.4,302.8,54.07,0.57,2.54,74.0,0.39,11,1,83.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,66.8,270.1,539.0,317.4,53.99,0.65,2.43,73.2,0.37,11,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,82.8,235.1,513.1,297.5,53.95,0.67,2.57,73.4,0.41,11,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,78.3,345.7,718.9,451.8,53.78,0.62,2.47,70.2,0.41,11,1,85.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,85.1,319.7,705.9,451.0,53.65,0.61,2.56,72.3,0.42,11,1,82.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,76.7,375.8,712.9,443.0,54.18,0.64,2.37,71.0,0.38,11,1,81.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,83.9,340.0,743.9,447.1,54.07,0.57,2.41,72.6,0.41,11,1,83.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,82.2,302.5,674.2,443.5,54.13,0.62,2.62,72.5,0.38,11,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,88.5,357.2,781.1,443.7,53.84,0.58,2.57,70.8,0.37,11,1,83.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,73.4,358.1,569.2,438.9,53.62,0.68,2.4,71.4,0.4,11,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,87.7,323.7,677.2,458.2,53.82,0.6,2.49,73.5,0.41,11,1,82.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,78.8,361.3,829.9,461.9,54.42,0.63,2.56,73.0,0.4,11,1,83.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,92.0,327.1,766.5,466.1,53.78,0.6,2.44,71.9,0.39,11,1,84.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,86.8,292.8,816.4,444.0,53.87,0.6,2.55,72.7,0.45,11,1,83.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,88.6,340.2,787.2,435.8,54.04,0.6,2.54,71.6,0.42,11,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,86.9,316.6,815.2,455.1,54.29,0.63,2.73,72.6,0.38,11,1,78.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,78.3,328.6,762.0,455.7,54.03,0.66,2.63,72.9,0.4,11,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,77.8,398.4,674.5,465.6,53.94,0.67,2.33,72.2,0.39,11,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,71.7,337.2,690.8,439.5,54.24,0.62,2.46,71.2,0.38,11,1,81.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,84.3,365.9,779.5,431.3,54.07,0.55,2.46,70.9,0.42,11,1,82.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Jalukbari / Gauhati University,ZONE-NE04,Ward 02,89.0,327.4,828.7,447.6,53.74,0.57,2.47,70.7,0.41,11,1,80.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
