state,district,soil_type,nitrogen,phosphorus,potassium,ph_level,rainfall_mm,temperature_c,crop,season,yield_q_acre,cost_per_acre,mandi_price_per_q,peak_selling_month,peak_selling_window,weather_risk
Haryana,Hisar,Alluvial,116,64,46,7.0,339.4,28.3,Wheat,Rabi,18.7,5026.0,2145.0,April,April 10–28,Low
Haryana,Hisar,Loamy,94,43,36,6.1,685.5,27.1,Wheat,Rabi,23.5,4954.0,2416.0,April,April 10–28,Low
Haryana,Hisar,Clay,119,72,38,6.7,476.1,27.0,Wheat,Rabi,15.6,5110.0,2397.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,89,61,48,6.2,581.2,22.9,Wheat,Rabi,24.9,5104.0,2234.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,136,67,57,6.4,530.9,26.9,Wheat,Rabi,17.4,5103.0,2233.0,April,April 10–28,Low
Haryana,Hisar,Clay,110,56,32,6.7,407.8,27.6,Wheat,Rabi,14.6,5178.0,2399.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,95,59,43,6.8,472.4,24.9,Wheat,Rabi,24.1,4918.0,2330.0,April,April 10–28,Low
Haryana,Hisar,Clay,123,53,32,6.8,666.4,30.5,Wheat,Rabi,16.6,4945.0,2337.0,April,April 10–28,Low
Haryana,Hisar,Clay,99,59,42,6.5,489.8,28.8,Wheat,Rabi,16.1,5088.0,2448.0,April,April 10–28,Low
Haryana,Hisar,Clay,110,68,45,6.3,573.6,27.8,Wheat,Rabi,21.0,5357.0,2327.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,74,51,42,6.3,730.2,22.4,Wheat,Rabi,17.1,5350.0,2198.0,April,April 10–28,Low
Haryana,Hisar,Loamy,99,46,41,6.3,591.9,24.6,Wheat,Rabi,23.7,5324.0,2374.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,111,62,50,7.2,200.0,24.3,Wheat,Rabi,16.7,4844.0,2204.0,April,April 10–28,Low
Haryana,Hisar,Clay,132,51,49,6.8,308.6,23.6,Wheat,Rabi,16.2,5185.0,2335.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,98,63,32,6.1,389.2,26.8,Wheat,Rabi,20.9,5065.0,2328.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,109,56,51,6.0,414.1,26.1,Wheat,Rabi,18.8,5212.0,2261.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,125,48,52,6.8,493.6,27.5,Wheat,Rabi,22.7,4815.0,2182.0,April,April 10–28,Low
Haryana,Hisar,Clay,131,72,33,6.7,547.5,23.8,Wheat,Rabi,18.4,4899.0,2349.0,April,April 10–28,Low
Haryana,Hisar,Clay,119,67,48,6.4,593.9,26.0,Wheat,Rabi,18.3,4869.0,2260.0,April,April 10–28,Low
Haryana,Hisar,Loamy,87,59,22,6.2,510.6,24.5,Wheat,Rabi,23.6,4968.0,2304.0,April,April 10–28,Low
Haryana,Hisar,Clay,103,58,38,6.3,465.2,29.1,Wheat,Rabi,19.4,4879.0,2147.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,119,77,31,6.6,476.6,27.8,Wheat,Rabi,26.2,5073.0,2284.0,April,April 10–28,Low
Haryana,Hisar,Clay,99,76,49,6.4,338.6,28.1,Wheat,Rabi,16.4,5059.0,2247.0,April,April 10–28,Low
Haryana,Hisar,Clay,141,64,17,6.7,512.5,28.4,Wheat,Rabi,18.4,4900.0,2263.0,April,April 10–28,Low
Haryana,Hisar,Clay,135,58,49,6.5,494.6,27.9,Wheat,Rabi,18.7,5330.0,2310.0,April,April 10–28,Low
Haryana,Hisar,Clay,123,59,22,6.6,468.5,25.4,Wheat,Rabi,19.0,5389.0,2412.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,113,37,57,6.2,200.0,27.4,Wheat,Rabi,13.2,5089.0,2410.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,127,65,41,6.3,563.1,23.7,Wheat,Rabi,23.5,5245.0,2244.0,April,April 10–28,Low
Haryana,Hisar,Clay,124,61,68,6.7,474.2,27.9,Wheat,Rabi,16.9,4926.0,2396.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,85,59,39,6.6,255.0,31.6,Wheat,Rabi,14.4,4963.0,2429.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,130,62,42,6.6,598.0,22.7,Wheat,Rabi,17.2,4921.0,2321.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,140,40,20,6.0,392.8,23.7,Wheat,Rabi,15.7,4974.0,2269.0,April,April 10–28,Low
Haryana,Hisar,Loamy,126,79,33,6.4,419.0,27.1,Wheat,Rabi,24.5,5396.0,2165.0,April,April 10–28,Low
Haryana,Hisar,Loamy,129,78,41,6.6,374.1,26.9,Wheat,Rabi,23.6,4875.0,2140.0,April,April 10–28,Low
Haryana,Hisar,Clay,107,58,37,6.4,657.9,27.4,Wheat,Rabi,16.7,4786.0,2453.0,April,April 10–28,Low
Haryana,Hisar,Loamy,118,67,39,6.6,389.6,31.3,Wheat,Rabi,22.8,5117.0,2294.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,88,52,42,6.3,447.0,27.4,Wheat,Rabi,15.9,5275.0,2302.0,April,April 10–28,Low
Haryana,Hisar,Clay,115,47,52,6.0,697.7,27.2,Wheat,Rabi,18.5,4925.0,2456.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,146,50,54,6.4,368.8,29.0,Wheat,Rabi,16.4,4812.0,2173.0,April,April 10–28,Low
Haryana,Hisar,Loamy,94,53,47,6.8,510.0,26.3,Wheat,Rabi,23.9,4990.0,2452.0,April,April 10–28,Low
Haryana,Hisar,Clay,108,55,43,6.7,577.3,25.2,Wheat,Rabi,16.5,4911.0,2234.0,April,April 10–28,Low
Haryana,Hisar,Clay,126,46,45,6.5,373.2,26.6,Wheat,Rabi,13.4,4988.0,2201.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,119,50,34,6.1,375.6,25.6,Wheat,Rabi,21.4,4830.0,2224.0,April,April 10–28,Low
Haryana,Hisar,Sandy Loam,108,68,34,6.8,200.0,22.8,Wheat,Rabi,14.1,5390.0,2302.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,119,62,43,6.4,483.2,26.5,Wheat,Rabi,25.3,5287.0,2177.0,April,April 10–28,Low
Haryana,Hisar,Loamy,123,68,67,6.5,421.7,27.0,Wheat,Rabi,25.5,4946.0,2202.0,April,April 10–28,Low
Haryana,Hisar,Loamy,137,60,29,6.9,507.1,26.6,Wheat,Rabi,23.6,5152.0,2164.0,April,April 10–28,Low
Haryana,Hisar,Alluvial,108,70,49,6.4,593.8,29.0,Wheat,Rabi,25.3,4978.0,2370.0,April,April 10–28,Low
Haryana,Hisar,Clay,113,52,49,6.0,344.2,26.0,Wheat,Rabi,14.6,4753.0,2348.0,April,April 10–28,Low
Haryana,Hisar,Clay,129,50,41,6.4,426.2,25.1,Wheat,Rabi,18.4,5148.0,2227.0,April,April 10–28,Low
Haryana,Hisar,Clay,129,63,56,6.5,540.5,26.8,Wheat,Rabi,16.3,5064.0,2196.0,April,April 10–28,Low
Haryana,Hisar,Clay,109,58,29,6.9,474.2,24.2,Wheat,Rabi,18.7,5246.0,2417.0,April,April 10–28,Low
Haryana,Hisar,Loamy,111,45,67,6.6,329.7,24.2,Wheat,Rabi,17.3,5261.0,2355.0,April,April 10–28,Low
Haryana,Hisar,Loamy,180,58,101,5.8,516.7,25.8,Potato,Rabi,100.7,9313.0,1319.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,167,81,79,6.3,286.0,27.6,Potato,Rabi,60.1,8963.0,1306.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,130,85,96,6.2,359.7,30.4,Potato,Rabi,92.5,9835.0,1429.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,166,73,97,6.0,375.3,25.2,Potato,Rabi,102.2,9269.0,1351.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,144,61,96,6.0,415.5,26.1,Potato,Rabi,89.9,9649.0,1435.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,153,72,96,5.8,639.6,23.9,Potato,Rabi,80.6,9774.0,1413.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,141,90,108,6.3,316.1,25.1,Potato,Rabi,95.2,9640.0,1308.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,178,79,105,6.1,457.0,27.8,Potato,Rabi,115.0,9718.0,1354.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,157,76,97,6.6,526.9,25.6,Potato,Rabi,106.6,9486.0,1435.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,148,79,91,6.2,394.2,21.6,Potato,Rabi,75.8,9512.0,1353.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,136,78,97,5.7,455.2,23.7,Potato,Rabi,115.0,8942.0,1307.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,153,71,88,5.7,416.2,27.6,Potato,Rabi,107.2,9055.0,1348.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,147,69,91,6.3,468.3,28.6,Potato,Rabi,82.3,9909.0,1389.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,154,79,90,5.9,306.1,25.1,Potato,Rabi,72.3,9689.0,1350.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,152,58,98,5.9,272.0,26.0,Potato,Rabi,76.0,9782.0,1474.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,121,94,108,6.1,417.4,28.6,Potato,Rabi,102.8,9428.0,1484.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,164,90,104,6.4,200.0,24.7,Potato,Rabi,53.9,9188.0,1334.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,153,80,114,6.1,486.5,27.0,Potato,Rabi,114.9,8848.0,1329.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,132,85,107,6.2,537.0,31.3,Potato,Rabi,97.0,9493.0,1318.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,144,72,99,6.2,506.7,24.9,Potato,Rabi,112.3,9317.0,1444.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,163,77,104,5.8,579.5,27.8,Potato,Rabi,78.7,9017.0,1415.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,141,53,91,6.0,708.7,27.3,Potato,Rabi,87.7,8812.0,1391.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,168,82,87,6.0,329.7,25.1,Potato,Rabi,75.0,9340.0,1309.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,152,65,95,5.5,530.5,26.5,Potato,Rabi,114.8,9157.0,1332.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,151,93,99,6.7,418.1,29.2,Potato,Rabi,92.2,9735.0,1423.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,138,96,102,6.7,456.9,27.6,Potato,Rabi,76.0,9851.0,1316.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,134,62,96,6.0,498.7,25.1,Potato,Rabi,82.9,9656.0,1393.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,162,76,91,6.1,352.3,26.6,Potato,Rabi,112.1,9351.0,1483.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,150,76,108,5.4,600.4,28.4,Potato,Rabi,94.6,9862.0,1366.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,148,92,102,5.8,436.4,25.2,Potato,Rabi,118.5,8892.0,1331.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,163,69,92,6.1,472.3,29.4,Potato,Rabi,94.3,8820.0,1312.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,150,69,73,6.4,334.2,29.0,Potato,Rabi,112.2,9774.0,1336.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,150,77,104,5.8,394.8,29.7,Potato,Rabi,100.3,9794.0,1424.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,143,75,100,6.0,407.8,26.6,Potato,Rabi,68.9,8856.0,1451.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,153,83,100,6.6,552.6,25.9,Potato,Rabi,111.6,9422.0,1418.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,173,82,101,6.0,470.1,26.0,Potato,Rabi,102.2,9174.0,1328.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,124,95,93,6.2,341.9,23.3,Potato,Rabi,77.4,9570.0,1423.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,123,79,92,6.2,490.8,26.8,Potato,Rabi,76.8,9225.0,1382.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,143,72,99,6.3,386.8,26.9,Potato,Rabi,102.2,9850.0,1394.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,151,77,119,5.6,577.0,26.0,Potato,Rabi,76.2,9366.0,1400.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,152,80,103,6.0,380.2,28.4,Potato,Rabi,112.4,8965.0,1358.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,147,76,109,6.5,653.3,28.8,Potato,Rabi,74.8,9379.0,1385.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,144,67,97,6.3,364.2,25.1,Potato,Rabi,106.5,9590.0,1486.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,160,73,104,5.2,585.6,24.7,Potato,Rabi,120.6,9695.0,1357.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,156,66,94,5.8,591.5,26.1,Potato,Rabi,80.4,8905.0,1304.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,166,84,110,6.3,549.7,25.6,Potato,Rabi,67.6,9231.0,1405.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,156,96,113,5.9,525.3,24.6,Potato,Rabi,114.5,9709.0,1440.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,115,55,95,5.9,430.5,28.2,Potato,Rabi,69.8,9793.0,1401.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,157,66,101,5.8,623.2,27.0,Potato,Rabi,63.7,9795.0,1412.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,161,79,97,5.9,553.8,26.6,Potato,Rabi,109.6,9458.0,1374.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,129,86,101,6.3,416.6,26.7,Potato,Rabi,105.5,8897.0,1308.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,156,84,118,6.1,405.7,23.5,Potato,Rabi,110.8,9170.0,1374.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,139,85,114,5.9,416.1,23.0,Potato,Rabi,105.7,9386.0,1383.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,155,89,110,5.6,427.4,28.5,Potato,Rabi,101.8,9485.0,1421.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,145,66,98,6.2,261.8,27.9,Potato,Rabi,95.7,9281.0,1452.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,124,83,94,6.3,562.0,27.3,Potato,Rabi,109.4,9722.0,1465.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,199,83,92,6.0,582.9,25.3,Potato,Rabi,69.5,9424.0,1373.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,177,97,110,5.8,570.6,28.9,Potato,Rabi,74.8,8880.0,1467.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,161,88,93,5.7,464.9,26.5,Potato,Rabi,77.3,9775.0,1356.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,136,85,91,5.5,644.0,24.1,Potato,Rabi,77.6,8861.0,1366.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,133,81,104,5.7,439.7,29.5,Potato,Rabi,82.9,9740.0,1461.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,187,69,99,6.0,339.1,27.7,Potato,Rabi,105.6,8842.0,1364.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,160,90,99,5.9,513.8,29.8,Potato,Rabi,108.0,9396.0,1393.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,126,84,101,5.4,307.6,25.9,Potato,Rabi,99.1,9867.0,1302.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,158,67,107,6.0,625.1,27.6,Potato,Rabi,66.8,9715.0,1367.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,147,84,99,5.7,458.3,27.9,Potato,Rabi,78.4,9075.0,1391.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,132,75,98,6.1,449.8,25.2,Potato,Rabi,85.8,9757.0,1373.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,146,81,108,5.9,576.4,24.7,Potato,Rabi,79.3,9132.0,1451.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,135,70,91,6.2,517.9,27.6,Potato,Rabi,113.5,9771.0,1306.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,177,67,103,5.9,467.8,25.7,Potato,Rabi,90.5,9737.0,1392.0,February,Feb 15–March 05,High
Haryana,Hisar,Loamy,173,58,107,5.8,372.0,25.8,Potato,Rabi,118.5,8964.0,1490.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,170,73,103,6.4,487.3,29.6,Potato,Rabi,106.3,9822.0,1459.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,165,73,118,6.2,425.7,22.2,Potato,Rabi,74.7,9882.0,1385.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,142,84,106,5.6,573.5,31.1,Potato,Rabi,83.3,9326.0,1385.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,167,73,86,6.1,480.2,26.6,Potato,Rabi,79.7,9932.0,1326.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,154,88,85,6.2,538.0,28.2,Potato,Rabi,74.9,9906.0,1318.0,February,Feb 15–March 05,High
Haryana,Hisar,Clay,119,90,88,5.8,217.2,28.3,Potato,Rabi,61.5,9657.0,1309.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,138,78,105,6.1,210.2,24.4,Potato,Rabi,81.7,9451.0,1465.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,149,83,109,6.1,504.3,24.6,Potato,Rabi,81.1,8865.0,1465.0,February,Feb 15–March 05,High
Haryana,Hisar,Alluvial,135,68,103,6.0,332.3,26.3,Potato,Rabi,70.2,9295.0,1443.0,February,Feb 15–March 05,High
Haryana,Hisar,Sandy Loam,97,45,52,6.1,397.3,25.1,Paddy (Rice),Kharif,11.1,7425.0,2172.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,120,55,57,6.2,422.4,26.5,Paddy (Rice),Kharif,10.3,8210.0,2413.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,73,51,31,6.6,380.8,29.1,Paddy (Rice),Kharif,13.8,8421.0,2275.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,122,43,52,6.7,584.9,28.7,Paddy (Rice),Kharif,12.8,7610.0,2483.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,94,47,46,6.2,468.3,26.2,Paddy (Rice),Kharif,11.1,7978.0,2191.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,74,46,42,5.5,472.5,29.6,Paddy (Rice),Kharif,13.3,7481.0,2356.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,112,58,49,6.1,332.1,23.8,Paddy (Rice),Kharif,13.8,8139.0,2469.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,86,52,28,5.9,778.4,27.6,Paddy (Rice),Kharif,18.2,8074.0,2350.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,111,50,54,6.0,200.0,27.9,Paddy (Rice),Kharif,11.6,7724.0,2241.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,114,68,38,6.6,322.1,28.0,Paddy (Rice),Kharif,9.9,7897.0,2400.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,116,35,45,6.3,491.8,25.5,Paddy (Rice),Kharif,14.9,8228.0,2240.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,94,59,46,5.8,413.3,28.5,Paddy (Rice),Kharif,10.9,7930.0,2432.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,104,45,49,6.5,488.5,26.7,Paddy (Rice),Kharif,17.2,7492.0,2258.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,109,46,67,6.7,469.1,24.2,Paddy (Rice),Kharif,16.7,8157.0,2199.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,119,62,45,6.5,356.7,23.6,Paddy (Rice),Kharif,17.2,7713.0,2178.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,95,52,57,6.3,536.2,27.3,Paddy (Rice),Kharif,11.4,8203.0,2401.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,80,39,58,6.3,431.7,28.2,Paddy (Rice),Kharif,14.9,7594.0,2326.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,129,45,63,6.4,217.5,25.5,Paddy (Rice),Kharif,18.5,7927.0,2301.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,97,52,39,6.2,525.4,24.6,Paddy (Rice),Kharif,17.1,8416.0,2432.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,120,72,59,6.0,638.9,24.1,Paddy (Rice),Kharif,18.8,7895.0,2480.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,81,56,56,6.0,325.5,24.5,Paddy (Rice),Kharif,13.3,8252.0,2449.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,95,49,49,6.4,598.7,27.6,Paddy (Rice),Kharif,18.8,7495.0,2246.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,105,44,65,6.4,391.1,27.5,Paddy (Rice),Kharif,15.9,8292.0,2295.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,127,48,44,5.7,501.8,28.2,Paddy (Rice),Kharif,15.3,8353.0,2286.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,88,67,42,6.2,552.6,26.8,Paddy (Rice),Kharif,12.0,7990.0,2339.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,121,33,46,6.6,540.5,27.3,Paddy (Rice),Kharif,15.5,8095.0,2237.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,106,62,45,5.7,534.7,28.2,Paddy (Rice),Kharif,11.3,7507.0,2170.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,77,53,54,6.4,534.7,27.1,Paddy (Rice),Kharif,11.1,7961.0,2402.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,106,56,45,6.2,412.0,23.6,Paddy (Rice),Kharif,15.4,7501.0,2427.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,119,56,37,6.4,551.9,27.1,Paddy (Rice),Kharif,18.0,7741.0,2223.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,129,56,63,5.8,510.0,28.6,Paddy (Rice),Kharif,13.9,7612.0,2203.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,102,37,45,5.4,428.4,27.0,Paddy (Rice),Kharif,10.6,8075.0,2434.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,112,52,59,6.2,517.5,25.3,Paddy (Rice),Kharif,16.6,7795.0,2478.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,90,56,36,5.8,376.3,29.1,Paddy (Rice),Kharif,16.6,8219.0,2227.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,107,44,42,6.5,352.1,28.9,Paddy (Rice),Kharif,14.6,8078.0,2189.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,99,56,44,6.2,442.1,25.4,Paddy (Rice),Kharif,7.7,7524.0,2180.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,105,49,61,5.9,337.4,25.0,Paddy (Rice),Kharif,15.0,8299.0,2455.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,84,39,36,5.9,592.4,28.8,Paddy (Rice),Kharif,15.2,7965.0,2423.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,83,55,39,6.3,370.2,24.7,Paddy (Rice),Kharif,14.1,7695.0,2453.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,67,51,49,5.8,217.5,27.6,Paddy (Rice),Kharif,12.8,7814.0,2354.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,93,38,37,5.5,397.1,28.2,Paddy (Rice),Kharif,14.2,8404.0,2186.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,100,51,40,6.3,480.9,25.5,Paddy (Rice),Kharif,8.3,7645.0,2277.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,112,69,64,5.9,459.1,22.1,Paddy (Rice),Kharif,13.1,7426.0,2182.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,85,52,63,5.8,419.3,24.6,Paddy (Rice),Kharif,11.5,7813.0,2454.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,94,50,43,6.4,582.9,29.0,Paddy (Rice),Kharif,15.5,8295.0,2173.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,113,51,56,6.3,554.8,27.3,Paddy (Rice),Kharif,16.5,7792.0,2400.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,93,58,46,6.6,387.2,24.6,Paddy (Rice),Kharif,11.4,8170.0,2272.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,106,43,55,6.4,780.0,22.3,Paddy (Rice),Kharif,15.6,7667.0,2381.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,113,42,36,5.7,210.6,28.4,Paddy (Rice),Kharif,14.3,8079.0,2391.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,115,44,40,6.1,336.4,24.5,Paddy (Rice),Kharif,13.1,7975.0,2296.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,100,61,41,5.5,588.7,24.3,Paddy (Rice),Kharif,17.2,7445.0,2333.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,74,58,39,6.1,559.3,24.6,Paddy (Rice),Kharif,17.0,7561.0,2205.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Alluvial,96,51,60,6.8,383.5,27.0,Paddy (Rice),Kharif,13.5,8293.0,2263.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,115,55,56,6.5,618.1,26.1,Paddy (Rice),Kharif,14.5,7519.0,2358.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Clay,104,59,33,6.4,605.5,28.0,Paddy (Rice),Kharif,17.5,7438.0,2291.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,84,43,51,7.0,530.6,25.1,Paddy (Rice),Kharif,14.1,7666.0,2291.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Sandy Loam,113,43,38,6.1,376.9,28.5,Paddy (Rice),Kharif,11.3,7644.0,2196.0,November,Nov 05–Nov 22,Medium
Haryana,Hisar,Loamy,94,59,62,6.5,502.6,28.5,Paddy (Rice),Kharif,8.4,8167.0,2387.0,November,Nov 05–Nov 22,Medium
