location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.7,62.7,130.9,47.5,293.88,0.91,2.2,94.3,0.05,17,1,41.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,20.6,63.0,125.4,48.7,293.88,0.94,2.26,94.5,0.11,17,1,34.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.5,62.8,144.2,48.4,294.04,0.81,1.99,96.3,0.09,17,1,52.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.2,69.2,162.9,58.2,293.76,0.95,2.36,94.2,0.09,17,1,57.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.3,57.4,161.7,50.3,294.15,0.93,2.17,94.7,0.05,17,1,60.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,16.2,54.0,129.9,45.3,293.76,0.89,2.29,94.6,0.07,17,1,41.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.2,71.5,127.9,60.9,294.16,0.82,2.23,95.6,0.1,17,1,47.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,17.2,62.6,125.9,60.0,294.1,0.9,2.18,96.0,0.05,17,1,44.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,15.5,63.7,148.5,44.9,294.25,0.93,2.22,93.9,0.05,17,1,53.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,21.1,61.2,156.9,46.9,293.72,0.92,2.2,96.4,0.05,17,1,57.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,17.7,63.2,139.7,44.8,294.0,0.92,2.11,96.2,0.05,17,1,49.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,20.6,55.4,148.5,49.8,294.02,0.92,1.97,94.1,0.1,17,1,52.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.2,71.1,103.3,48.9,293.8,0.97,2.27,95.9,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,17.5,53.4,134.7,47.8,293.98,0.98,2.21,96.1,0.05,17,1,44.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,20.6,67.5,123.4,49.2,294.12,0.89,2.16,95.5,0.07,17,1,40.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.2,63.1,125.8,37.5,294.1,0.91,2.19,95.8,0.05,17,1,41.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.7,63.7,133.2,55.1,293.8,0.86,2.22,93.9,0.06,17,1,49.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,17.3,63.5,153.3,54.8,293.67,0.9,2.35,92.6,0.1,17,1,56.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,23.1,67.4,146.7,47.2,293.86,0.93,2.21,93.3,0.05,17,1,50.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.8,59.1,129.1,53.1,293.81,0.86,2.26,95.6,0.05,17,1,42.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,17.0,66.2,119.9,50.6,294.31,0.87,2.18,93.6,0.05,17,1,37.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.9,61.0,155.3,56.6,293.9,0.87,2.04,95.7,0.09,17,1,59.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.5,68.8,118.8,61.3,293.79,0.87,2.08,94.3,0.1,17,1,43.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.6,72.2,147.8,42.5,293.64,0.88,2.07,93.7,0.05,17,1,58.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.8,64.5,134.3,64.9,293.76,0.82,2.18,95.6,0.05,17,1,54.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.1,61.9,144.2,54.4,294.01,0.97,2.31,93.9,0.05,17,1,49.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.6,66.6,115.3,48.9,293.55,0.86,2.16,96.0,0.05,17,1,39.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,17.6,57.8,119.6,43.4,293.84,0.96,2.12,94.0,0.11,17,1,32.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.5,58.1,160.3,49.2,293.89,0.89,2.25,94.9,0.05,17,1,60.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,16.2,64.1,140.2,36.0,294.15,0.93,2.02,95.2,0.05,17,1,47.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.1,75.7,111.3,50.9,294.1,0.9,2.24,95.7,0.05,17,1,34.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,15.0,50.7,162.5,49.6,293.85,0.89,2.21,96.7,0.1,17,1,57.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,18.6,65.7,120.0,58.1,294.06,0.9,2.2,95.8,0.05,17,1,40.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.1,66.3,154.1,49.6,294.07,0.95,2.07,97.5,0.05,17,1,55.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,19.5,59.9,130.5,45.2,294.12,0.88,2.02,96.0,0.1,17,1,41.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.4,47.6,90.4,26.7,294.11,0.85,2.42,93.4,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,13.4,47.4,102.0,30.8,293.98,0.86,2.27,94.6,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.5,47.3,81.1,22.9,293.95,0.88,2.04,94.0,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,10.4,51.9,82.5,34.8,293.98,0.9,2.17,94.9,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,10.5,44.7,79.7,24.5,294.09,0.98,2.17,94.3,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.8,49.2,101.4,44.1,294.04,0.85,2.13,93.7,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.0,37.1,101.6,32.3,294.0,0.92,2.12,94.9,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.8,45.5,86.9,27.6,293.73,0.88,2.14,97.3,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.6,44.3,87.6,26.3,293.96,0.87,2.12,95.1,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,10.7,47.7,88.9,40.5,294.07,0.9,2.17,95.5,0.1,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.2,47.3,101.7,31.7,294.24,0.88,2.33,96.0,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.5,44.1,101.0,38.5,293.64,0.85,2.16,94.9,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.5,43.2,111.8,54.1,294.29,0.88,2.12,92.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,13.6,45.7,82.6,42.3,294.08,0.93,2.21,94.7,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,9.3,41.3,88.5,28.4,294.09,0.83,2.29,93.9,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.2,42.0,87.7,25.5,294.24,0.93,2.28,95.2,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.4,42.4,108.5,35.3,294.06,0.89,2.18,94.4,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.0,53.2,94.5,27.8,293.86,0.91,2.11,95.1,0.1,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.1,40.1,93.6,21.0,293.97,0.95,2.26,94.6,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,13.5,44.4,100.7,31.7,294.05,0.84,2.33,95.2,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,9.9,40.5,104.1,29.6,293.94,0.93,2.22,94.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.2,46.4,103.6,31.4,293.78,0.87,2.22,96.3,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.3,47.8,87.8,32.4,293.84,0.87,2.15,96.4,0.11,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.2,44.7,94.9,32.9,294.21,0.91,2.12,95.0,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,10.2,38.2,103.9,16.6,293.91,0.92,2.26,94.6,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.3,44.7,80.6,38.1,294.04,0.98,2.31,96.1,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.4,45.0,90.8,36.1,293.9,0.87,2.23,94.3,0.14,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,9.5,43.2,73.3,32.7,293.63,0.86,2.08,95.2,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.3,45.4,89.5,37.8,294.05,0.9,2.13,92.8,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.6,43.7,89.8,26.0,293.51,0.92,2.1,92.9,0.12,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,13.3,48.2,97.6,32.7,293.85,0.84,2.15,95.1,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,15.0,43.2,81.1,18.5,293.91,0.98,2.33,95.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,15.4,46.0,97.3,39.5,293.73,0.89,2.21,94.4,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,12.5,41.7,78.7,31.0,294.2,0.92,2.25,94.1,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,11.6,48.3,102.9,28.2,294.24,0.89,2.24,94.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,8.4,21.5,54.7,15.4,294.1,0.88,2.11,94.5,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.3,22.5,58.4,17.6,294.16,0.92,2.25,95.8,0.1,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.8,27.6,61.9,25.1,294.32,0.94,2.18,94.1,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.6,19.7,53.2,15.9,293.97,0.91,2.31,94.8,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.2,24.4,57.1,17.4,294.28,0.92,2.22,95.2,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.1,26.2,56.5,20.4,294.08,0.93,2.15,94.6,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,5.2,25.2,54.0,13.8,293.55,0.97,2.1,92.6,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.1,27.9,55.4,20.6,293.73,0.89,2.17,94.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.3,21.3,54.9,34.5,294.02,0.87,2.44,95.1,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.2,23.6,59.3,9.7,293.8,0.99,2.33,94.8,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.3,24.7,59.4,14.6,294.06,0.91,2.24,96.2,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.7,26.2,46.2,17.4,293.8,0.96,1.98,97.0,0.09,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.9,27.7,50.8,20.5,294.09,0.89,2.22,94.4,0.12,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.9,26.6,61.7,13.0,294.26,0.91,2.3,94.9,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.7,29.3,57.4,12.4,294.07,0.84,2.26,95.4,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.9,26.1,49.4,17.7,293.93,0.92,2.18,95.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.0,22.6,61.7,21.6,294.52,0.92,2.19,94.6,0.13,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.0,23.0,53.9,11.0,294.16,0.86,2.35,94.7,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.9,26.2,62.3,14.8,294.17,0.83,2.11,93.0,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.0,25.7,58.9,21.8,293.96,0.93,2.27,93.9,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.4,22.9,60.2,12.8,293.99,0.85,2.27,95.8,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,5.9,28.6,61.1,10.8,293.89,0.85,2.14,94.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.7,23.5,47.1,7.1,294.13,0.91,2.3,93.8,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.6,23.9,57.7,24.8,293.96,0.93,2.28,96.3,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.0,22.4,49.4,31.0,293.79,0.9,2.29,95.4,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.5,24.9,56.3,18.4,293.79,0.96,2.25,95.0,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.5,25.5,60.8,35.2,293.98,0.85,2.21,94.4,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.6,22.8,46.7,13.9,293.95,0.85,2.36,95.1,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,6.0,25.6,51.3,34.9,293.93,0.86,2.19,95.3,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,8.2,25.2,59.1,19.3,293.8,0.85,2.19,95.2,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.6,23.9,45.9,11.3,293.81,0.91,2.26,94.4,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,8.6,25.5,46.7,31.0,293.97,0.85,2.35,96.4,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.4,25.6,64.3,15.7,294.08,0.93,2.24,94.8,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,5.6,27.4,47.5,22.3,293.78,0.91,2.23,95.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,7.0,23.8,60.2,19.6,294.14,0.86,2.13,95.6,0.09,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,7.3,16.1,0.0,294.1,0.88,2.04,95.8,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.2,7.3,19.7,0.0,293.93,0.94,2.19,94.9,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.4,7.5,20.8,0.0,294.32,0.91,2.3,94.8,0.1,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.4,8.4,14.0,0.0,294.11,0.9,2.41,95.0,0.09,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,7.3,17.1,0.0,293.73,0.89,2.23,95.5,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.7,8.7,18.1,1.3,294.11,0.9,2.19,94.1,0.08,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.4,6.1,17.0,0.0,294.18,0.86,2.15,94.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,8.1,16.1,1.8,293.93,0.93,2.03,94.9,0.06,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.5,7.7,20.3,3.4,293.81,1.0,2.07,94.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,8.3,19.8,0.0,293.97,0.9,2.19,94.0,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.2,7.4,18.9,0.0,294.17,0.88,2.17,97.0,0.1,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.3,7.5,16.1,3.1,293.86,0.85,2.26,93.0,0.13,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.3,7.5,18.7,0.0,294.2,0.92,2.34,94.9,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.4,7.4,22.4,2.9,294.05,0.89,2.21,96.4,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,8.2,20.0,0.0,293.9,0.9,2.23,95.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.4,6.7,18.9,9.3,293.98,0.84,2.14,96.4,0.1,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.2,7.6,20.0,8.4,293.86,0.89,2.16,96.0,0.07,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,1.8,7.3,18.2,21.2,294.08,0.89,2.2,94.3,0.09,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.7,7.0,18.1,0.0,294.29,0.92,2.06,94.0,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.0,8.1,17.4,0.0,293.79,0.91,2.25,94.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.8,8.6,19.9,17.1,294.04,0.99,2.21,95.6,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.8,8.4,16.0,11.5,293.95,0.98,2.21,95.5,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,8.4,16.5,0.0,293.91,0.91,2.21,95.7,0.17,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.0,7.7,16.5,0.0,294.19,0.88,2.22,94.9,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.9,8.3,16.8,14.2,294.04,0.87,2.19,94.3,0.11,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.5,7.9,17.0,2.1,294.09,0.93,2.08,94.1,0.05,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Har Ki Pauri / Canal Ghats,ZONE-HW01,Ward 01,2.6,7.8,17.9,1.2,294.3,0.82,2.17,95.6,0.12,17,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
