state,district,isro_atlas_rank,geographic_region,lithology,elevation_m,slope_deg,soil_thickness_m,soil_saturation_pct,vegetation_ndvi,rainfall_1h_mm,rainfall_24h_mm,previous_7d_rainfall_mm,landslide_probability,landslide_occurred,data_source
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1801.0,47.7,1.4,66.8,0.59,25.2,132.9,364.1,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1804.0,43.6,2.6,41.5,0.36,11.7,55.5,214.3,0.9942,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1872.0,49.3,3.4,34.3,0.29,11.1,54.6,161.8,0.9965,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1525.0,41.0,2.2,22.2,0.7,1.5,10.1,32.7,0.5014,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1703.0,43.5,1.8,24.8,0.55,2.6,17.2,49.3,0.7285,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1876.0,39.3,2.6,25.7,0.75,2.5,11.4,53.1,0.5441,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1742.0,46.1,2.2,43.5,0.33,10.0,43.8,211.5,0.9927,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1769.0,41.4,2.5,56.0,0.62,25.7,106.3,284.8,0.9996,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1842.0,46.4,3.1,21.2,0.8,0.5,1.7,5.0,0.5564,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1848.0,33.3,2.6,49.7,0.83,24.2,73.3,266.3,0.9925,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1640.0,48.3,2.8,35.9,0.41,4.6,16.8,76.3,0.9454,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1699.0,44.5,3.0,33.8,0.8,6.7,20.8,67.1,0.8564,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1771.0,37.6,3.9,62.1,0.31,16.0,85.5,372.0,0.9996,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1555.0,40.0,3.0,30.8,0.58,7.3,22.7,81.4,0.8573,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1634.0,46.1,3.3,34.2,0.84,7.4,22.3,79.9,0.9003,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1542.0,48.2,2.5,16.3,0.51,3.0,10.3,30.8,0.7906,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1765.0,53.8,1.8,29.4,0.46,4.0,15.7,59.0,0.9373,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1955.0,42.2,2.0,22.9,0.82,1.3,8.9,34.9,0.4544,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1729.0,45.9,1.8,47.9,0.81,12.0,44.5,232.5,0.9849,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1401.0,42.2,2.6,27.0,0.53,4.4,13.7,66.1,0.7901,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1874.0,38.0,2.7,58.7,0.31,20.5,84.6,298.0,0.9993,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1664.0,44.0,3.0,25.0,0.65,5.4,22.9,117.2,0.8905,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1759.0,40.3,2.1,49.3,0.64,18.3,60.5,317.1,0.9959,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1663.0,49.6,2.9,60.4,0.33,14.3,63.0,344.3,0.9996,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1697.0,48.2,2.7,42.9,0.22,9.9,30.8,107.8,0.9883,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1621.0,48.9,3.1,88.5,0.62,19.5,125.1,596.0,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1648.0,42.0,4.0,51.8,0.73,11.9,68.2,278.6,0.9971,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1683.0,40.9,2.6,92.1,0.65,28.8,110.1,512.3,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1568.0,51.7,0.7,40.3,0.64,9.8,28.7,128.3,0.9638,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1640.0,49.9,2.9,47.5,0.64,14.2,94.3,252.5,0.9994,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,2018.0,44.8,1.7,46.5,0.67,12.6,50.2,155.3,0.9815,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1641.0,44.2,2.8,99.0,0.48,67.7,238.1,1032.3,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1843.0,42.9,2.6,26.3,0.74,3.1,16.3,66.5,0.7227,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1814.0,40.5,1.3,44.2,0.69,15.1,57.4,218.4,0.9822,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1529.0,44.7,3.0,23.3,0.62,0.4,2.1,5.9,0.6054,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1582.0,50.8,2.6,30.1,0.31,4.5,15.0,42.0,0.9447,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1696.0,40.1,2.1,37.0,0.76,6.3,26.1,126.8,0.8383,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1497.0,44.0,4.0,37.3,0.33,14.2,43.8,233.9,0.9961,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1908.0,43.6,3.5,50.5,0.26,15.4,66.0,225.6,0.9986,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,2009.0,42.3,1.8,54.3,0.64,18.2,63.3,196.6,0.9937,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1594.0,58.2,1.3,24.9,0.52,3.0,9.3,38.5,0.9173,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1572.0,52.2,2.4,30.1,0.83,2.3,14.5,67.8,0.8664,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1592.0,44.9,1.6,39.7,0.55,7.1,33.5,179.1,0.9621,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1727.0,45.2,3.1,30.5,0.75,9.7,34.2,131.7,0.9523,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1805.0,43.2,1.2,21.7,0.74,4.0,14.6,49.5,0.5649,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1740.0,44.3,3.8,16.3,0.83,0.5,1.7,7.9,0.5058,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1496.0,46.8,1.7,51.0,0.29,15.4,56.5,187.4,0.9968,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1720.0,35.7,2.6,23.7,0.69,0.6,3.1,16.6,0.2988,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1975.0,42.7,1.6,77.6,0.58,33.7,126.5,485.6,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1746.0,46.9,2.6,32.9,0.75,6.9,26.7,130.0,0.9342,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1690.0,43.5,2.5,95.8,0.64,33.7,161.9,662.1,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1445.0,46.5,2.8,43.8,0.79,8.1,37.1,185.7,0.976,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1479.0,41.3,2.5,58.3,0.4,10.3,64.8,302.8,0.9976,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1834.0,41.1,2.8,22.7,0.24,0.4,2.5,10.9,0.6746,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1831.0,40.8,2.3,27.9,0.72,5.4,18.5,84.1,0.7355,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1791.0,42.1,2.1,22.2,0.32,0.4,1.4,5.1,0.5872,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1512.0,52.9,2.5,64.1,0.62,16.2,90.1,281.4,0.9997,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1747.0,45.7,2.0,23.7,0.76,1.5,5.0,15.1,0.5385,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1522.0,58.6,2.1,19.0,0.6,2.9,12.8,34.8,0.9229,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1748.0,50.0,3.5,26.8,0.35,1.9,8.9,38.5,0.9223,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1823.0,49.2,3.0,32.1,0.72,4.7,19.4,69.8,0.9112,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1743.0,44.9,1.6,48.7,0.63,6.6,43.3,186.5,0.9752,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1998.0,39.0,2.1,22.4,0.71,1.0,4.3,23.3,0.3581,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1757.0,43.0,2.2,52.0,0.46,15.4,54.0,247.0,0.9957,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1692.0,50.5,2.4,64.4,0.43,26.5,96.1,384.2,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1483.0,45.2,4.1,55.3,0.66,11.7,49.5,236.6,0.9963,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1830.0,37.8,2.1,34.3,0.61,3.4,9.9,40.7,0.5706,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1614.0,44.5,2.4,76.2,0.25,36.4,114.4,483.9,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1730.0,45.1,2.2,40.9,0.21,3.4,22.4,101.4,0.956,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1704.0,44.4,2.4,35.9,0.33,19.4,74.2,259.7,0.9985,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1748.0,41.9,4.6,36.7,0.56,10.1,30.7,144.4,0.9753,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1430.0,53.8,4.5,33.3,0.67,9.8,44.7,142.2,0.9947,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1730.0,44.6,2.5,40.9,0.28,15.2,49.4,158.7,0.9936,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,2014.0,51.2,2.0,56.0,0.52,28.5,100.1,310.8,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1790.0,46.2,3.6,28.5,0.59,7.6,36.3,114.5,0.9672,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1888.0,38.5,1.2,20.1,0.71,2.7,17.5,47.2,0.4217,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1729.0,46.4,2.2,72.8,0.55,25.7,82.0,407.1,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1695.0,46.8,2.9,23.5,0.81,11.0,32.8,102.0,0.9332,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1973.0,44.3,2.7,28.9,0.39,2.0,12.3,54.6,0.8438,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1603.0,46.1,2.0,29.0,0.29,4.2,23.1,63.9,0.9203,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1833.0,41.6,2.2,35.3,0.26,10.4,39.3,138.1,0.9746,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1933.0,37.4,2.0,64.7,0.7,23.2,82.4,442.1,0.9993,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,2025.0,47.8,3.0,32.3,0.36,4.3,14.8,39.1,0.9258,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1838.0,47.6,2.7,49.3,0.27,12.2,56.0,197.7,0.9976,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1754.0,38.9,2.6,46.2,0.62,10.5,37.3,132.0,0.9487,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1714.0,35.2,3.6,24.4,0.31,3.1,20.1,69.5,0.7913,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1957.0,41.2,3.1,54.5,0.3,18.0,73.5,290.3,0.9991,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1868.0,43.2,2.0,27.4,0.53,1.4,9.4,34.0,0.6671,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1749.0,52.1,2.2,93.8,0.79,35.6,115.5,616.7,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1780.0,44.2,1.0,27.8,0.21,4.9,17.8,77.7,0.8758,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,2084.0,42.6,4.3,31.8,0.5,11.0,44.1,130.5,0.983,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1829.0,42.8,0.8,46.1,0.55,15.8,46.4,212.8,0.9839,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1670.0,40.5,1.3,25.8,0.4,5.3,24.6,67.4,0.7902,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1729.0,29.1,2.8,23.7,0.42,5.1,27.7,106.3,0.662,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1758.0,37.7,3.6,30.6,0.5,3.8,12.3,53.4,0.752,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1657.0,53.8,2.1,35.0,0.37,4.5,21.7,94.6,0.9742,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1700.0,42.1,3.4,15.0,0.75,2.1,12.5,35.8,0.5962,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1478.0,35.7,2.5,46.3,0.63,13.7,51.3,209.1,0.9749,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1797.0,40.0,3.5,15.0,0.83,0.3,1.4,5.5,0.3326,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1458.0,43.4,2.8,64.4,0.34,23.5,83.6,409.5,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1801.0,51.2,2.1,93.5,0.39,33.3,113.4,578.4,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1905.0,40.4,2.4,41.4,0.47,11.8,48.5,235.0,0.9873,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1492.0,43.2,3.3,33.6,0.6,4.0,20.6,81.1,0.8855,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1623.0,49.9,2.6,31.4,0.57,12.7,44.9,133.8,0.9876,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1686.0,43.3,3.6,45.3,0.79,16.3,94.4,248.5,0.9985,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1639.0,36.4,3.3,15.0,0.58,1.6,7.0,29.7,0.4351,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1498.0,53.7,2.9,81.2,0.23,30.0,109.1,494.1,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1870.0,46.5,1.9,33.3,0.3,6.2,21.0,110.4,0.9498,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1987.0,36.0,1.8,15.0,0.27,0.6,3.1,15.4,0.3817,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1477.0,42.9,2.6,32.6,0.39,3.3,20.0,85.2,0.894,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1800.0,42.4,2.0,63.3,0.49,20.7,66.7,313.8,0.9989,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1694.0,41.2,3.3,36.4,0.32,7.2,29.6,135.4,0.9656,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,2019.0,42.3,1.6,30.8,0.3,5.6,18.5,47.5,0.8448,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1486.0,50.7,2.8,47.7,0.7,11.5,42.0,216.8,0.9941,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1756.0,41.6,1.9,69.2,0.6,26.8,151.6,434.0,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1526.0,44.2,1.4,24.4,0.37,0.6,1.9,9.9,0.5967,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1738.0,44.3,2.9,31.7,0.39,12.2,47.0,138.8,0.9857,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1562.0,47.3,2.8,30.4,0.36,5.0,15.3,51.4,0.9229,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1457.0,34.1,2.0,40.7,0.44,5.2,29.3,150.8,0.8616,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1813.0,47.1,0.5,79.6,0.5,44.9,133.6,473.0,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1636.0,47.9,3.0,43.6,0.24,13.2,44.7,167.7,0.9962,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1600.0,48.4,2.8,41.4,0.34,13.0,39.2,149.6,0.9931,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1996.0,38.1,1.6,21.6,0.55,0.8,3.1,9.5,0.3303,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1855.0,51.2,2.1,47.5,0.64,16.0,59.4,241.2,0.9978,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1670.0,32.1,2.2,24.7,0.37,3.1,9.5,23.8,0.4209,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1946.0,49.3,2.9,50.7,0.27,18.1,58.6,268.6,0.9993,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1604.0,46.3,2.3,30.3,0.72,8.0,42.5,139.4,0.9578,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1475.0,38.9,3.2,20.4,0.23,5.4,19.8,77.9,0.8704,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1613.0,43.3,3.0,36.0,0.72,8.6,26.2,107.5,0.92,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1976.0,39.6,2.9,31.4,0.55,15.9,63.3,158.3,0.9856,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1815.0,52.0,2.7,50.4,0.49,10.8,72.1,284.8,0.9992,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1733.0,44.3,2.9,74.5,0.22,29.7,91.7,449.4,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1818.0,37.1,2.5,15.0,0.75,0.1,0.2,0.8,0.2096,0,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1511.0,49.8,2.6,54.8,0.79,19.6,59.2,207.6,0.9976,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1720.0,50.4,1.6,50.2,0.64,14.6,48.2,188.6,0.9939,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1779.0,49.6,3.5,62.5,0.24,19.3,66.2,363.5,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Jammu & Kashmir,Ramban,9,Northwest Himalayas,Shale & Siltstone,1638.0,41.8,2.4,54.8,0.62,9.6,44.9,227.5,0.9865,1,ISRO NRSC Landslide Atlas of India (2023)
